"PLAN","Levy","Application ID","Decision","Application Description","Short Description","locality","AssessedBy","DeterminedBy","ApprovalDate","ApprovalYear","Property_No","Purpose","BALANCE","LEVIED","PAID"
"S94-22","S94-22 - Cycleways","K99/1733","Approved","86 lot subdivision (Stage 3 of Casuarina Beach)","86 lot subdivision (Stage 3 of Casuarina Beach)","BOGANGAR","DevUnit",,,2000,"4904","Other","0","0","160"
"S94-22","S94-22 - Cycleways","K99/1815","Approved","urban subdivision creating 47 lots","urban subdivision creating 47 lots","TWEED HEADS SOUTH","DevUnit",,,2000,"4992","Other","0","0","6080"
"S94-22","S94-22 - Cycleways","K99/1837","Approved","529 lot urban subdivision - Seabreeze Estate","529 lot urban subdivision - Seabreeze Estate","POTTSVILLE","DevUnit",,,2000,"2975","Other","352","131433","60896"
"S94-22","S94-22 - Cycleways","S93/0076","Approved","subdivision to create 88 residential allotments, 1 large development lot and 1 public reserve","subdivision to create 88 residential allotments, 1 large dev","CUDGEN","DevUnit",,,1994,"4323","Other","33792","33792","-27104"
"S94-22","S94-22 - Cycleways","S94/0053","Approved","residential subdivision for 110 lots","residential subdivision for 110 lots","MURWILLUMBAH","DevUnit",,,1996,"4937","Other","0","18240","2400"
"S94-23","S94-23 - Shire Wide Carparking (Boganbar/Cabarita)","DA03/0962","Approved","erection of a mixed commercial/retail and residential building","erection of a mixed commercial/retail and residential buildi","BOGANGAR","DevUnit",,,2004,"3605","Other","0","32520","75880"
"S94-23","S94-23 - Shire Wide Carparking (Boganbar/Cabarita)","DA06/1040","Approved","tavern (tenancy No. 1)","tavern (tenancy No. 1)","CABARITA BEACH","DevUnit",,,2006,"1028","Other","0","381332","381332"
"S94-23","S94-23 - Shire Wide Carparking (Boganbar/Cabarita)","DA08/1171","Approved","addition of deck to existing surf life saving club","addition of deck to existing surf life saving club","BOGANGAR","DevUnit",,,2009,"3733","Other","0","95333","95333"
"S94-23","S94-23 - Shire Wide Carparking (Boganbar/Cabarita)","DA18/0325","Approved","increase the size of the medical centre tenancy (Office 1), split the chemist tenancy (Shop 1) into 2 tenancies, change the use of Shop 1A to medical centre and reorganise the lower level car parking layout and signage","increase the size of the medical centre tenancy (Office 1), ","BOGANGAR","DevUnit",,,2018,"4005","Other","0","0","6160"
"S94-23","S94-23 - Shire Wide Carparking (Kingscliff)","DA02/1136","Approved","mixed commercial/tourist accommodation development including 8 units","mixed commercial/tourist accommodation development including","KINGSCLIFF","DevUnit",,,2003,"1015","Other","0","92000","92000"
"S94-23","S94-23 - Shire Wide Carparking (Kingscliff)","DA04/0064","ApprovMin","mixed commercial/retail tourist accommodation","mixed commercial/retail tourist accommodation","KINGSCLIFF","DevUnit",,,2005,"1015","Other","0","197748","197748"
"S94-23","S94-23 - Shire Wide Carparking (Kingscliff)","DWY04/0015","Approved","Separate - No Relating Applications","Separate - No Relating Applications","KINGSCLIFF","BldUnit",,,2004,"1018","Other","0","11500","11500"
"S94-23","S94-23 - Shire Wide Carparking (Murwillumbah)","DA05/0720","Approved","erection of an outdoor dining blister and awning","erection of an outdoor dining blister and awning","MURWILLUMBAH","DevUnit",,,2006,"1105","Other","0","31814","31814"
"S94-23","S94-23 - Shire Wide Carparking (Murwillumbah)","DA05/1092","Approved","alterations to existing building for storage/garage facilities","alterations to existing building for storage/garage faciliti","MURWILLUMBAH","DevUnit",,,2005,"3932","Other","0","96991","63735"
"S94-23","S94-23 - Shire Wide Carparking (Murwillumbah)","DA06/0829","Approved","dining blister & covered outdoor area","dining blister & covered outdoor area","MURWILLUMBAH","DevUnit",,,2007,"1840","Other","0","25494","25494"
"S94-23","S94-23 - Shire Wide Carparking (Murwillumbah)","DA09/0074","Approved","outdoor dining blister","outdoor dining blister","MURWILLUMBAH","DevUnit",,,2009,"3797","Other","0","12747","12747"
"S94-23","S94-23 - Shire Wide Carparking (Murwillumbah)","DA12/0035","Approved","demolition of existing outbuildings and site works for museum extensions","demolition of existing outbuildings and site works for museu","MURWILLUMBAH","DevUnit",,,2012,"1437","Other","0","31814","31814"
"S94-23","S94-23 - Shire Wide Carparking (Murwillumbah)","DA21/0280","Approved","change of use to specialised retail premises","change of use to specialised retail premises","MURWILLUMBAH","DevUnit",,,2021,"1857","Other","0","20121","20121"
"S94-23","S94-23 - Shire Wide Carparking (Pottsville)","DA14/0775","Approved","change of use to medical centre (tenancy 4 and 5)","change of use to medical centre (tenancy 4 and 5)","POTTSVILLE","DevUnit",,,2014,"4106","Other","0","36283","36283"
"S94-23","S94-23 - Shire Wide Carparking (Pottsville)","DA15/0642","Approved","additions and alterations to the existing Pottsville IGA, reconfiguration of the carpark and a new vehicular access","additions and alterations to the existing Pottsville IGA, re","POTTSVILLE","DevUnit",,,2016,"1048","Other","0","105578","105578"
"S94-23","S94-23 - Shire Wide Carparking (Pottsville)","DA15/1037","Approved","demolition of existing structure and construction of mixed use development comprising shops, cafe, medical centre and shop top housing (4 dwellings)","demolition of existing structure and construction of mixed u","POTTSVILLE","DevUnit",,,2016,"4134","Other","0","48872","48872"
"S94-23","S94-23 - Shire Wide Carparking (Pottsville)","DA17/0257","Approved","change of use to a medical centre and associated fitout and signage (Units 4 & 5)","change of use to a medical centre and associated fitout and ","POTTSVILLE","DevUnit",,,2017,"3833","Other","0","23214","23214"
"S94-23","S94-23 - Shire Wide Carparking (Tweed Heads)","DA02/1147","Approved","demolition of warehouse, construction of commercial & residential premises","demolition of warehouse, construction of commercial & reside","TWEED HEADS","DevUnit",,,2002,"1542","Other","0","34980","34980"
"S94-23","S94-23 - Shire Wide Carparking (Tweed Heads)","DA16/0751","Approved","first use as beauty salon/cosmetic procedures (Lot 6) and Café (Lot 10), two building identification signs and four business identification signs","first use as beauty salon/cosmetic procedures (Lot 6) and Ca","TWEED HEADS","DevUnit",,,2017,"1100","Other","0","33579","33579"
"S94-23","S94-23 - Shire Wide Carparking (Tweed Heads)","DA17/0215","Approved","change of use for tenancy 7 to business premises (beauty salon and hairdresser) including use of mezzanine and construction of associated signage","change of use for tenancy 7 to business premises (beauty sal","TWEED HEADS","DevUnit",,,2017,"1100","Other","0","42159","42159"
"S94-25","S94-25 - Kings Beach North (Carparking)","DA02/1599","Approved","resort development containing retail, hotel, motel containing 9 suites, restaurant, footpath dining & 38 tourist accommodation units","resort development containing retail, hotel, motel containin","KINGSCLIFF","DevUnit",,,2003,"1018","Other","0","0","23000"
"S94-25","S94-25 - Kings Beach North (Open Space)","DA02/1422","Approved","473 lot subdivision","473 lot subdivision","CASUARINA","DevUnit",,,2003,"4067","Open Space","0","677055.7","1531.8"
"S94-25","S94-25 - Kings Beach North (Open Space)","DA08/0450","Approved","19 lot subdivision","19 lot subdivision","KINGSCLIFF","DevUnit",,,2008,"1033","Open Space","0","0","29104.2"
"S94-25","S94-25 - Kings Beach North (Open Space)","DA08/1141","Approved","thirty seven (37) lot subdivision - SALT STAGE 6","thirty seven (37) lot subdivision - SALT STAGE 6","KINGSCLIFF","DevUnit",,,2009,"1013","Open Space","0","82620","612"
"S94-25","S94-25 - Kings Beach North (Open Space)","DA13/0063","Approved","24 lot residential subdivision","24 lot residential subdivision","KINGSCLIFF","DevUnit",,,2013,"9137","Open Space","0","52785","52785"
"S94-25","S94-25 - Kings Beach North (Open Space)","DA14/0164","Court Appr","dual use of existing tourist accommodation - residential and tourist accommodation","dual use of existing tourist accommodation - residential and","KINGSCLIFF","DevUnit",,,2014,"1019","Open Space","0","29975.81","29975.81"
"S94-25","S94-25 - Kings Beach North (Open Space)","DA19/0505","Approved","dual occupancy (detached) with pool","dual occupancy (detached) with pool","KINGSCLIFF","DevUnit",,,2019,"1018","Open Space","0","2718.63","2718.63"
"S94-26","S94-26 - Casual Open Space (Regional)","1338/2001DA","Approved","erection of a rural workers dwelling","erection of a rural workers dwelling","BILAMBIL HEIGHTS","DevUnit",,,2002,"1260","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","CDC21/0087","Approved","dual occupancy","dual occupancy","TERRANORA","Private",,,2021,"1120","Open Space","0","983","983"
"S94-26","S94-26 - Casual Open Space (Regional)","D87/0119","Approved","erection of 7 homesites as a multiple occupancy","erection of 7 homesites as a multiple occupancy","MOUNT BURRELL","DevUnit",,31839,1987,"2027","Open Space","0","970","965"
"S94-26","S94-26 - Casual Open Space (Regional)","D95/0224","Approved","hotel resort development","hotel resort development","TWEED HEADS","DevUnit",,,1995,"4936","Open Space","0","170","170"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/0560","Approved","multi-dwelling housing comprising 6 dwellings in 3 floors with parking under","multi-dwelling housing comprising 6 dwellings in 3 floors wi","KINGSCLIFF","DevUnit",,,2002,"1032","Open Space","0","644","644"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/0626","Court Appr","26 lot residential subdivision - Stage 6B","26 lot residential subdivision - Stage 6B","CASUARINA","DevUnit",,,2002,"4462","Open Space","0","5746","5746"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/0628","Approved","attached dual occupancy & swimming pool","attached dual occupancy & swimming pool","TWEED HEADS","DevUnit",,,2002,"1316","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/0693","Approved","erection of a detached dual occupancy","erection of a detached dual occupancy","TWEED HEADS","DevUnit",,,2002,"9284","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/0732","Approved","multi-dwelling housing development comprising 6 x 3 bedroom  units","multi-dwelling housing development comprising 6 x 3 bedroom ","KINGSCLIFF","DevUnit",,,2002,"1035","Open Space","0","644","644"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/0868","Approved","6 x 3 bedroom units & pool","6 x 3 bedroom units & pool","KINGSCLIFF","DevUnit",,,2002,"1334","Open Space","0","644","644"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/0980","Approved","multi-dwelling housing comprising 17 x 3 bedroom and 4 x 4 bedroom units in 6 storeys","multi-dwelling housing comprising 17 x 3 bedroom and 4 x 4 b","TWEED HEADS","DevUnit",,,2002,"7497","Open Space","0","2361","2361"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/0985","Approved","six dwellings","six dwellings","MURWILLUMBAH","DevUnit",,,2002,"3311","Open Space","0","1105","1105"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1009","Approved","10 lot subdivision","10 lot subdivision","CASUARINA","DevUnit",,,2002,"5252","Open Space","7695","7695","-6399"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1059","Approved","6 residential flats","6 residential flats","TWEED HEADS SOUTH","DevUnit",,,2002,"1851","Open Space","0","643","643"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1070","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2002,"4450","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1078","Approved","5 lot subdivision","5 lot subdivision","BANORA POINT","DevUnit",,,2002,"2486","Open Space","0","884","884"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1134","Approved","attached dual occupancy","attached dual occupancy","BANORA POINT","DevUnit",,,2002,"5773","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1136","Approved","mixed commercial/tourist accommodation development including 8 units","mixed commercial/tourist accommodation development including","KINGSCLIFF","DevUnit",,,2003,"1015","Open Space","0","1752","1752"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1147","Approved","demolition of warehouse, construction of commercial & residential premises","demolition of warehouse, construction of commercial & reside","TWEED HEADS","DevUnit",,,2002,"1542","Open Space","0","8368","8368"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1159","Approved","54 lot rural residential subdivision in five (5) stages with 5 public reserve lots and a residue lot","54 lot rural residential subdivision in five (5) stages with","TERRANORA","DevUnit",,,2003,"3379","Open Space","0","41895","3536"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1160","Approved","conversion of a dwelling to an attached dual occupancy","conversion of a dwelling to an attached dual occupancy","TERRANORA","DevUnit",,,2002,"2868","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1169","Approved","dual occupancy","dual occupancy","CASUARINA","DevUnit",,,2002,"4383","Open Space","0","84","84"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1191","Approved","18 lot residential subdivision and erection of a dwelling house on proposed lots 1-5 and 7-18 and a dual occupancy on allotment 6","18 lot residential subdivision and erection of a dwelling ho","BANORA POINT","DevUnit",,,2003,"3155","Open Space","0","3757","1547"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1231","Approved","detached dual occupancy","detached dual occupancy","BILAMBIL HEIGHTS","DevUnit",,,2002,"3557","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1239","Approved","12 lot residential subdivision","12 lot residential subdivision","TWEED HEADS SOUTH","DevUnit",,,2003,"5039","Open Space","0","1768","1768"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1243","Approved","two (2) lot subdivision","two (2) lot subdivision","CASUARINA","DevUnit",,,2002,"4412","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1254","Approved","multi-dwelling housing comprising 19 dwellings","multi-dwelling housing comprising 19 dwellings","BOGANGAR","DevUnit",,,2002,"4292","Open Space","0","2517","2517"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1259","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2002,"4070","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1260","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"5562","Open Space","313","313","-245.82"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1267","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2002,"5314","Open Space","0","68","68"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1281","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2002,"4471","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1284","Approved","boundary alteration","boundary alteration","UPPER CRYSTAL CREEK","DevUnit",,,2002,"1793","Open Space","0","0","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1361","Approved","attached dual occupancy","attached dual occupancy","KINGSCLIFF","DevUnit",,,2002,"1439","Open Space","259","259","-192"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1363","Approved","conversion of dwelling to attached dual occupancy","conversion of dwelling to attached dual occupancy","TWEED HEADS","DevUnit",,,2003,"1425","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1377","Approved","residential thirteen (13) lot subdivision","residential thirteen (13) lot subdivision","CASUARINA","DevUnit",,,2003,"4377","Open Space","0","2652","2652"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1382","Approved","six unit residential flat building","six unit residential flat building","KINGSCLIFF","DevUnit",,,2003,"1023","Open Space","0","643","643"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1413","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2002,"5117","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1422","Approved","473 lot subdivision","473 lot subdivision","CASUARINA","DevUnit",,,2003,"4067","Open Space","0","107192","855"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1423","Approved","erection of a tourist resort (Outrigger) and 2 lot stratum subdivision","erection of a tourist resort (Outrigger) and 2 lot stratum s","CASUARINA","DevUnit",,,2003,"4067","Open Space","0","27030","28169"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1438","Approved","6 x 3 bedroom residential flat building","6 x 3 bedroom residential flat building","KINGSCLIFF","DevUnit",,,2003,"3588","Open Space","0","643","643"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1478","Approved","twelve (12) residential units","twelve (12) residential units","POTTSVILLE","DevUnit",,,2003,"4145","Open Space","0","1507","1507"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1509","Approved","multi unit development comprising 20 units","multi unit development comprising 20 units","TWEED HEADS","DevUnit",,,2002,"1731","Open Space","0","2440","2440"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1518","Approved","detached dual occupancy","detached dual occupancy","KINGSCLIFF","DevUnit",,,2002,"1191","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1587","Approved","subdivision","subdivision","TWEED HEADS","DevUnit",,,2002,"9278","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1589","Approved","detached dual occupancy","detached dual occupancy","KINGSCLIFF","DevUnit",,,2002,"1184","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1619","Approved","multi-dwelling residential housing development comprising of 14 dwellings","multi-dwelling residential housing development comprising of","BOGANGAR","DevUnit",,,2002,"6405","Open Space","0","1795","1795"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1635","Approved","multi-Dwelling Housing Development over Proposed Lot 37 in the Subdivision of the Subject Land.  The Multi-Dwelling Housing Development is in Two Stages: Stage 1 - 74 Units, Managers Residence, Recreation/Community Facilities, Internal Roads, Associated L","multi-Dwelling Housing Development over Proposed Lot 37 in t","TWEED HEADS SOUTH","DevUnit",,,2003,"4133","Open Space","0","18720","10656"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1655","Approved","commercial & residential development consisting of 4 shop areas, car parking and 4 residential units","commercial & residential development consisting of 4 shop ar","POTTSVILLE","DevUnit",,,2003,"5551","Open Space","0","355","355"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1686","Approved","mixed commercial/residential development containing three offices and two residential units","mixed commercial/residential development containing three of","FINGAL HEAD","DevUnit",,,2003,"5825","Open Space","0","288","288"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1704","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2002,"6352","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1722","Approved","additions-workers cottage","additions-workers cottage","BILAMBIL HEIGHTS","DevUnit",,,2003,"1260","Open Space","0","0","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1736","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2002,"6354","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1761","Approved","rural workers dwelling","rural workers dwelling","DULGUIGAN","DevUnit",,,2003,"2321","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1767","Approved","9 lot subdivision (Stage 11 and 12 - Black Rocks Estate)","9 lot subdivision (Stage 11 and 12 - Black Rocks Estate)","POTTSVILLE","DevUnit",,,2003,"5141","Open Space","0","2623","442"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1768","Approved","multi-dwelling housing comprising of 20 dwellings in 5 stages","multi-dwelling housing comprising of 20 dwellings in 5 stage","TWEED HEADS SOUTH","DevUnit",,,2003,"5012","Open Space","0","9275","2236"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1771","Approved","rural tourist facility","rural tourist facility","UPPER DUROBY","DevUnit",,,2003,"1794","Open Space","0","111","111"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1774","Approved","attached dual occupancy","attached dual occupancy","BANORA POINT","DevUnit",,,2002,"6357","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1815","Approved","rural workers dwelling","rural workers dwelling","CAROOL","DevUnit",,,2003,"3309","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1830","Approved","dual occupancy","dual occupancy","POTTSVILLE","DevUnit",,,2003,"4470","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1834","Approved","demolition of dwelling house & two (2) lot subdivision","demolition of dwelling house & two (2) lot subdivision","TWEED HEADS","DevUnit",,,2003,"8129","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1839","Approved","multi-dwelling residential housing development comprising of 17 units","multi-dwelling residential housing development comprising of","BOGANGAR","DevUnit",,,2003,"6405","Open Space","0","2227","2227"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1841","Approved","demolition of existing dwelling and erection of a multi-dwelling housing development containing 6 units","demolition of existing dwelling and erection of a multi-dwel","TWEED HEADS","DevUnit",,,2003,"4086","Open Space","0","644","644"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1876","Approved","detached dual occupancy","detached dual occupancy","CASUARINA","DevUnit",,,2003,"4377","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1883","Approved","22 lot residential subdivision","22 lot residential subdivision","BANORA POINT","DevUnit",,,2003,"2565","Open Space","0","17955","17955"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1885","Approved","two (2) lot subdivision","two (2) lot subdivision","TERRANORA","DevUnit",,,2003,"1709","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1929","Approved","two (2) lot residential subdivision","two (2) lot residential subdivision","BILAMBIL HEIGHTS","DevUnit",,,2003,"3102","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1935","Approved","demolition of an existing dwelling house and erection of 4 unit multi-dwelling housing in 4 stages","demolition of an existing dwelling house and erection of 4 u","HASTINGS POINT","DevUnit",,,2003,"1358","Open Space","0","355","355"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1944","Approved","dual occupancy","dual occupancy","POTTSVILLE","DevUnit",,,2003,"6537","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1949","Approved","an additional cabin to expand the existing rural tourist facility","an additional cabin to expand the existing rural tourist fac","CUDGEN","DevUnit",,,2003,"4454","Open Space","0","168","168"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/1997","Approved","dual occupancy","dual occupancy","TWEED HEADS","DevUnit",,,2003,"1609","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/2021","Approved","demolition of an existing dwelling house to facilitate five townhouses comprising two buildings","demolition of an existing dwelling house to facilitate five ","TWEED HEADS SOUTH","DevUnit",,,2003,"1570","Open Space","0","499","499"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/2052","Approved","dual occupancy","dual occupancy","KINGSCLIFF","DevUnit",,,2003,"1014","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/2084","Approved","demolition & multi dwelling housing","demolition & multi dwelling housing","TWEED HEADS","DevUnit",,,2003,"1416","Open Space","0","356","356"
"S94-26","S94-26 - Casual Open Space (Regional)","DA02/2102","Approved","six unit multi-dwelling housing","six unit multi-dwelling housing","KINGSCLIFF","DevUnit",,,2003,"1897","Open Space","0","3174","2488"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0002","Approved","multi-dwelling housing comprising 4 units","multi-dwelling housing comprising 4 units","CASUARINA","DevUnit",,,2003,"4421","Open Space","0","134","134"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0041","Approved","three (3) lot subdivision","three (3) lot subdivision","UKI","DevUnit",,,2003,"3122","Open Space","0","442","442"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0048","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"6695","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0049","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"6693","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0050","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"6719","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0051","Approved","dual occupancy","dual occupancy","POTTSVILLE","DevUnit",,,2003,"6694","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0058","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"6725","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0066","Approved","two (2) lot subdivision","two (2) lot subdivision","MOUNT BURRELL","DevUnit",,,2003,"2335","Open Space","0","221","144"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0087","ApprovMin","230 lot residential subdivision (Stages 5 & 6 Koala Beach) with related civil works","230 lot residential subdivision (Stages 5 & 6 Koala Beach) w","POTTSVILLE","DevUnit",,,2003,"5758","Open Space","0","45747","3315"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0089","Approved","residential flat building (four units) and two (2) lot subdivision","residential flat building (four units) and two (2) lot subdi","POTTSVILLE","DevUnit",,,2003,"4466","Open Space","0","509","509"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0124","Approved","attached dual occupancy","attached dual occupancy","KINGSCLIFF","DevUnit",,,2004,"2044","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0174","Approved","two (2) lot subdivision","two (2) lot subdivision","COMMISSIONERS CREEK","DevUnit",,,2003,"3861","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0228","Approved","seven (7) lot subdivision","seven (7) lot subdivision","MURWILLUMBAH","DevUnit",,,2003,"3500","Open Space","0","1326","1326"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0231","Approved","4 residential units","4 residential units","KINGSCLIFF","DevUnit",,,2004,"8511","Open Space","585","1672","585"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0236","Approved","detached dual occupancy","detached dual occupancy","POTTSVILLE","DevUnit",,,2003,"6698","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0237","Approved","dual occupancy","dual occupancy","POTTSVILLE","DevUnit",,,2003,"6696","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0262","Approved","demolish existing structures & erect 3 storey building consisting of 6 x 3 bedroom units & 6 x 2 bedroom units & swimming pool","demolish existing structures & erect 3 storey building consi","KINGSCLIFF","DevUnit",,,2003,"8503","Open Space","0","1507","1507"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0269","Approved","attached dual occupancy","attached dual occupancy","CASUARINA","DevUnit",,,2003,"4370","Open Space","0","67","67"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0274","Approved","2 lot subdivision","2 lot subdivision","UKI","DevUnit",,,2003,"3302","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0292","Approved","multi-dwelling housing comprising 6 units","multi-dwelling housing comprising 6 units","KINGSCLIFF","DevUnit",,,2003,"8442","Open Space","0","643","643"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0304","Approved","two (2) lot subdivision","two (2) lot subdivision","BANORA POINT","DevUnit",,,2003,"1716","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0341","Approved","four (4) lot residential subdivision","four (4) lot residential subdivision","BOGANGAR","DevUnit",,,2003,"6802","Open Space","0","663","663"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0371","Approved","nine (9) lot urban residential subdivision","nine (9) lot urban residential subdivision","POTTSVILLE","DevUnit",,,2003,"4471","Open Space","0","663","663"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0403","Approved","two (2) lot subdivision","two (2) lot subdivision","MURWILLUMBAH","DevUnit",,,2003,"1177","Open Space","0","221","221"
"S94-26","S94-26 - Casual Open Space (Regional)","DA03/0422","Approved","detached dual occupancy","detached dual occupancy","BANORA POINT","DevUnit",,,2003,"3475","Open Space","0","67","67"
