Plan	Levy	Application ID	Decision	Application Description	Short Description	locality	AssessedBy	DeterminedBy	ApprovalDate	ApprovalYear	Property_No	Purpose	BALANCE	LEVIED	PAID
S94-13	S94-13 - Eviron Cemetery	DA07/0099	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2007-05-15 11:34:50.000	2007	103695	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0100	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2007-05-15 14:03:26.000	2007	103673	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0104	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2007-05-16 08:48:40.000	2007	103674	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0110	Approved	attached dual occupancy	attached dual occupancy	POTTSVILLE	DevUnit	Council	2007-03-26 15:05:28.000	2007	103701	Other	45.000000	45.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0124	Approved	additions to dwelling to create a dual occupancy	additions to dwelling to create a dual occupancy	TWEED HEADS	DevUnit	Council	2007-07-27 09:30:56.000	2007	9296	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0132	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2007-04-17 11:02:36.000	2007	66970	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0133	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2007-05-15 11:53:39.000	2007	103687	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0158	Approved	two lot subdivision	two lot subdivision	BRAYS CREEK	DevUnit	Council	2007-05-10 08:46:47.000	2007	101654	Other	0.000000	131.000000	-131.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0173	Approved	multi dwelling housing comprising 5 x 3 bedroom dwellings in two (2) stages	multi dwelling housing comprising 5 x 3 bedroom dwellings in	BANORA POINT	DevUnit	Council	2007-10-04 15:38:52.000	2007	101907	Other	0.000000	319.000000	-319.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0189	Approved	multi dwelling housing comprising 11 x 3 bedroom terrace style dwellings	multi dwelling housing comprising 11 x 3 bedroom terrace sty	POTTSVILLE	DevUnit	Council	2007-06-01 09:02:40.000	2007	11966	Other	0.000000	728.000000	-728.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0206	Approved	attached dual occupancy	attached dual occupancy	TERRANORA	DevUnit	Council	2007-10-29 12:01:42.000	2007	1554	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0287	Approved	dwelling	dwelling	MURWILLUMBAH	BldUnit	Council	2007-08-21 08:19:48.000	2007	72840	Other	0.000000	131.000000	-131.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0289	Approved	3 lot subdivision	3 lot subdivision	LIMPINWOOD	DevUnit	Council	2007-09-11 12:20:09.000	2007	103824	Other	0.000000	240.000000	-240.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0325	Approved	multi-dwelling housing comprising nine (9) detached dwellings	multi-dwelling housing comprising nine (9) detached dwelling	MURWILLUMBAH	DevUnit	Council	2008-06-16 16:07:08.000	2008	22767	Other	0.000000	762.000000	-762.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0361	Approved	multi dwelling three (3) storey residential building comprising four units (2 x 3 bed and 2 x 2 bed)	multi dwelling three (3) storey residential building compris	KINGSCLIFF	DevUnit	Council	2007-08-31 13:41:38.000	2007	8434	Other	0.000000	253.000000	-253.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0362	Approved	two (2) lot subdivision and single dwelling	two (2) lot subdivision and single dwelling	KINGSCLIFF	DevUnit	Council	2008-03-11 09:54:56.000	2008	18754	Other	0.000000	120.000000	-120.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0381	Approved	2 lot subdivision	2 lot subdivision	FINGAL HEAD	DevUnit	Council	2007-11-08 08:32:13.000	2007	590	Other	0.000000	120.000000	-120.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0411	Approved	demolition of existing structures and construction of a three (3) storey apartment building comprising a total of 3 x three (3) bedroom apartments and 1 x four (4) bedroom apartment with on site car parking for eleven vehicles and two swimming pools	demolition of existing structures and construction of a thre	HASTINGS POINT	DevUnit	Council	2008-01-24 09:18:41.000	2008	3439	Other	229.000000	229.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0462	Approved	16 lot subdivision	16 lot subdivision	POTTSVILLE	DevUnit	Council	2008-12-19 14:27:24.000	2008	104431	Other	0.000000	1965.000000	-1965.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0471	Approved	attached dual occupancy being part 2 and part 3 storeys, swimming pool & demolition of the existing buildings	attached dual occupancy being part 2 and part 3 storeys, swi	KINGSCLIFF	DevUnit	Council	2008-06-27 14:05:47.000	2008	10829	Other	0.000000	45.000000	-45.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0480	Approved	dual occupancy	dual occupancy	POTTSVILLE	DevUnit	Council	2007-07-30 11:18:42.000	2007	103719	Other	49.000000	49.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0481	Approved	dual occupancy	dual occupancy	POTTSVILLE	DevUnit	Council	2007-07-30 11:02:13.000	2007	103718	Other	49.000000	49.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0484	Approved	3 storey multi-dwelling housing development comprising 20 units (16 x two bedroom units and 4 x three bedroom units)	3 storey multi-dwelling housing development comprising 20 un	CASUARINA	DevUnit	Council	2007-11-15 09:40:54.000	2007	44291	Other	1529.000000	1529.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0529	Approved	multi-dwelling housing comprising 20 units in a three (3) storey configuration	multi-dwelling housing comprising 20 units in a three (3) st	HASTINGS POINT	DevUnit	Council	2008-03-13 08:04:15.000	2008	3529	Other	0.000000	1170.000000	-1170.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0532	Approved	multi dwelling housing comprising 2 x 3 bedroom dwelling and 1 x 4 bedroom dwelling	multi dwelling housing comprising 2 x 3 bedroom dwelling and	TWEED HEADS SOUTH	DevUnit	Council	2007-09-18 15:27:23.000	2007	103870	Other	0.000000	139.000000	-139.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0543	Approved	dual occupancy and demolition	dual occupancy and demolition	POTTSVILLE	DevUnit	Council	2008-05-02 07:29:09.000	2008	4153	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0589	ApprovMin	DIPNR major project 06-0243 196 lot residential subdivision	DIPNR major project 06-0243 196 lot residential subdivision	TWEED HEADS SOUTH	DevUnit	Minister	2008-11-04 00:00:00.000	2008	64020	Other	6750.000000	21417.000000	-14667.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0591	Approved	detached dual occupancy	detached dual occupancy	MURWILLUMBAH	DevUnit	Council	2007-12-21 11:16:49.000	2007	15009	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0619	Approved	dual occupancy	dual occupancy	BANORA POINT	DevUnit	Council	2008-01-11 14:03:11.000	2008	101915	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0681	Approved	multi dwelling housing comprising twenty five (25) dwellings in two stages	multi dwelling housing comprising twenty five (25) dwellings	POTTSVILLE	DevUnit	Council	2007-12-21 14:13:30.000	2007	103688	Other	0.000000	2119.000000	-2119.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0782	Approved	demolition of an existing single storey dual occupancy & erection of multi dwelling housing comprising 6 x 3 bedroom units	demolition of an existing single storey dual occupancy & ere	TWEED HEADS	DevUnit	Council	2008-01-30 07:50:31.000	2008	10060	Other	409.000000	409.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0793	Approved	subdivision of 8 lots and public road into 4 lots, the use of existing buildings on proposed Lot 1 for dwelling house purposes and the conversion of existing dwellings on proposed Lots 3 and 4 to sheds	subdivision of 8 lots and public road into 4 lots, the use o	MOUNT WARNING	DevUnit	Council	2008-05-05 13:59:29.000	2008	44010	Other	0.000000	360.000000	-360.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0830	Approved	demolition of existing buildings and erection of a detached dual occupancy	demolition of existing buildings and erection of a detached 	FINGAL HEAD	DevUnit	Council	2008-02-07 09:56:00.000	2008	584	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0863	Approved	multi dwelling housing consisting 7 x 2 & 3 storey detached dwellings	multi dwelling housing consisting 7 x 2 & 3 storey detached 	TWEED HEADS	DevUnit	Council	2008-08-18 09:46:46.000	2008	10056	Other	499.000000	499.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0864	Approved	multi dwelling housing comprising six townhouses	multi dwelling housing comprising six townhouses	TWEED HEADS	DevUnit	Council	2008-05-08 14:17:30.000	2008	3053	Other	0.000000	255.000000	-255.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0928	Approved	seven lot community title subdivision	seven lot community title subdivision	BILAMBIL HEIGHTS	DevUnit	Council	2008-04-21 09:03:51.000	2008	38167	Other	0.000000	600.000000	-600.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0930	Approved	construction of new dwelling to form a dual occupancy	construction of new dwelling to form a dual occupancy	TWEED HEADS	DevUnit	Council	2007-11-22 11:55:59.000	2007	52	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0932	Approved	erection of a detached dual occupancy	erection of a detached dual occupancy	POTTSVILLE	DevUnit	Council	2007-12-20 08:45:37.000	2007	103723	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0933	Approved	2 lot subdivision	2 lot subdivision	STOKERS SIDING	DevUnit	Council	2008-01-16 13:44:19.000	2008	33643	Other	0.000000	131.000000	-131.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0939	Approved	attached dual occupancy	attached dual occupancy	POTTSVILLE	DevUnit	Council	2007-12-24 08:25:00.000	2007	103713	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0940	Approved	2 lot subdivision	2 lot subdivision	TYALGUM	DevUnit	Council	2007-12-21 15:03:18.000	2007	76640	Other	131.000000	131.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/0944	Approved	multi dwelling housing comprising four units in a two and three storey configuration	multi dwelling housing comprising four units in a two and th	BANORA POINT	DevUnit	Council	2008-04-03 11:17:04.000	2008	28018	Other	229.000000	229.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1028	Approved	2 lot subdivision	2 lot subdivision	POTTSVILLE	DevUnit	Council	2008-04-01 09:14:20.000	2008	20971	Other	0.000000	127.000000	-127.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1112	Approved	demolition of existing dwellings & erection of ten storey multi dwelling housing comprising a total of twenty seven (27) units	demolition of existing dwellings & erection of ten storey mu	TWEED HEADS	DevUnit	Council	2008-08-06 16:29:21.000	2008	293	Other	2168.000000	2168.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1142	ApprovMin	6 storey residential apartment building comprising 12 units (Department of Planning Application MP07-0056)	6 storey residential apartment building comprising 12 units 	TWEED HEADS	DevUnit	Minister	2008-06-16 00:00:00.000	2008	17754	Other	818.000000	818.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1152	Approved	demolition of existing dwelling and erection of a six (6) storey multi dwelling housing comprising six (6) units	demolition of existing dwelling and erection of a six (6) st	TWEED HEADS	DevUnit	Council	2008-05-05 13:29:29.000	2008	14173	Other	0.000000	469.000000	-469.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1174	Approved	two (2) storey dual occupancy	two (2) storey dual occupancy	CASUARINA	DevUnit	Council	2008-03-07 09:07:27.000	2008	44264	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1182	Approved	addition of verandah to existing dwelling and addition of new dwelling to create a detached dual occupancy	addition of verandah to existing dwelling and addition of ne	POTTSVILLE	DevUnit	Council	2008-01-25 15:15:07.000	2008	22594	Other	49.000000	49.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1191	Approved	3 lot subdivision	3 lot subdivision	BANORA POINT	DevUnit	Council	2008-06-10 10:42:26.000	2008	103444	Other	0.000000	262.000000	-262.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1230	Approved	attached dual occupancy	attached dual occupancy	POTTSVILLE	DevUnit	Council	2008-01-25 16:04:58.000	2008	101245	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1287	Approved	multi dwelling housing comprising four (4) units	multi dwelling housing comprising four (4) units	BOGANGAR	DevUnit	Council	2008-12-18 11:08:33.000	2008	3581	Other	0.000000	229.000000	-229.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1293	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2008-03-10 00:00:00.000	2008	103671	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1320	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2008-04-03 06:58:58.000	2008	104456	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1329	Approved	eleven storey mixed use development (comprising hotel, shops, refreshment room, tourist accommodation and multi-dwelling housing)	eleven storey mixed use development (comprising hotel, shops	TWEED HEADS	DevUnit	Council	2008-10-31 11:48:23.000	2008	12483	Other	1849.000000	1849.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1343	Approved	conversion of a house to a attached dual occupancy	conversion of a house to a attached dual occupancy	KINGSCLIFF	DevUnit	Council	2008-04-03 11:53:31.000	2008	19603	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1354	Approved	the addition of one new house to create a detached dual occupancy	the addition of one new house to create a detached dual occu	CASUARINA	DevUnit	Council	2008-04-21 09:59:33.000	2008	84880	Other	0.000000	50.000000	-50.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1358	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2008-02-11 14:16:38.000	2008	104427	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1368	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2008-05-20 14:20:34.000	2008	104416	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1369	Approved	detached dual occupancy (as amended)	detached dual occupancy (as amended)	POTTSVILLE	DevUnit	Council	2008-02-12 09:56:35.000	2008	104361	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1380	Approved	three (3) story multi dwelling housing development comprising 12 units and basement carpark	three (3) story multi dwelling housing development comprisin	KINGSCLIFF	DevUnit	Council	2009-07-15 13:33:14.000	2009	13361	Other	818.000000	818.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1396	Approved	single storey attached dual occupancy	single storey attached dual occupancy	POTTSVILLE	DevUnit	Council	2008-04-17 07:50:48.000	2008	104372	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA07/1424	Approved	relocation of existing dwelling and erection of new dwelling to create a detached dual occupancy	relocation of existing dwelling and erection of new dwelling	MURWILLUMBAH	DevUnit	Council	2008-04-30 09:22:47.000	2008	17663	Other	49.000000	49.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0010	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2008-04-11 09:31:23.000	2008	104408	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0015	Approved	2 lot subdivision	2 lot subdivision	TWEED HEADS	DevUnit	Council	2008-05-08 14:35:57.000	2008	9302	Other	131.000000	131.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0039	Approved	construction of a detached dual occupancy development two (2) storeys in height	construction of a detached dual occupancy development two (2	POTTSVILLE	DevUnit	Council	2008-06-17 00:00:00.000	2008	44499	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0088	Approved	2 lot subdivision	2 lot subdivision	TWEED HEADS WEST	DevUnit	Council	2008-05-16 11:39:16.000	2008	8276	Other	0.000000	131.000000	-131.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0101	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2008-07-08 15:53:44.000	2008	104376	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0107	Approved	demolition of all existing structures and construction of a five (5) storey multi dwelling housing comprising a total of nine (9) residential units and twenty one (21) carparking spaces	demolition of all existing structures and construction of a 	TWEED HEADS	DevUnit	Council	2008-12-22 08:35:49.000	2008	14559	Other	679.000000	679.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0157	Approved	demolition of existing dwelling & construction of part two and part three storey multi dwelling housing development comprising eight (8) dwellings with basement parking	demolition of existing dwelling & construction of part two a	MURWILLUMBAH	DevUnit	Council	2008-08-04 10:14:24.000	2008	10703	Other	589.000000	589.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0159	Approved	3 (three) lots into five (5) lot subdivision & extension of Buenavista Drive	3 (three) lots into five (5) lot subdivision & extension of 	BILAMBIL HEIGHTS	DevUnit	Council	2009-05-08 09:49:37.000	2009	41955	Other	480.000000	480.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0162	Approved	construct a new dwelling to create a detached dual occupancy	construct a new dwelling to create a detached dual occupancy	BANORA POINT	DevUnit	Council	2008-07-21 12:13:18.000	2008	21311	Other	49.000000	49.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0201	Approved	multi dwelling housing comprising 54 units within 3 buildings all 3 stories in height and basement carparking	multi dwelling housing comprising 54 units within 3 building	TWEED HEADS SOUTH	DevUnit	Council	2008-12-23 09:26:43.000	2008	4950	Other	4074.000000	4074.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0248	Approved	Erection of multi dwelling housing comprising two units at two storeys and one unit at three storeys	Erection of multi dwelling housing comprising two units at t	KINGSCLIFF	DevUnit	Council	2008-09-08 14:09:16.000	2008	12974	Other	0.000000	139.000000	-139.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0268	Approved	boundary adjustment	boundary adjustment	NUMINBAH	DevUnit	Council	2008-12-05 16:27:51.000	2008	70300	Other	0.000000	120.000000	-120.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0273	Approved	multi dwelling housing comprising 6 x 3 bedrooms units in a 3 storey building over basement carparking	multi dwelling housing comprising 6 x 3 bedrooms units in a 	KINGSCLIFF	DevUnit	Council	2008-09-22 16:01:34.000	2008	10276	Other	0.000000	390.000000	-390.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0282	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2008-06-12 15:21:37.000	2008	104893	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0294	Approved	attached dual occupancy	attached dual occupancy	TWEED HEADS	DevUnit	Council	2008-05-16 12:14:37.000	2008	43662	Other	0.000000	45.000000	-45.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0305	Approved	two lots into three (3) lot subdivision	two lots into three (3) lot subdivision	KUNGHUR	DevUnit	Council	2009-02-09 15:01:15.000	2009	41481	Other	131.000000	131.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0323	Approved	multi dwelling housing comprising of 12 x 2 bedroom units	multi dwelling housing comprising of 12 x 2 bedroom units	TWEED HEADS	DevUnit	Council	2008-11-14 12:11:10.000	2008	14532	Other	0.000000	818.000000	-818.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0330	Approved	attached dual occupancy	attached dual occupancy	SMITHS CREEK	DevUnit	Council	2008-07-10 14:08:29.000	2008	15354	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0360	Approved	demolition and construction of a six (6) storey multi dwelling housing comprising six (6) residential units and basement carparking	demolition and construction of a six (6) storey multi dwelli	TWEED HEADS	DevUnit	Council	2008-12-19 09:13:05.000	2008	14166	Other	409.000000	409.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0412	Approved	multi dwelling housing comprising 6 x 4 bedroom units	multi dwelling housing comprising 6 x 4 bedroom units	BOGANGAR	DevUnit	Council	2008-09-12 14:06:33.000	2008	3600	Other	278.000000	278.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0413	Approved	stage 1A alterations and additions to existing dwelling to create a dual occupancy, stage 1B alterations and additions to dual occupancy, stage 2 demolition and erection of a new detached dual occupancy with basement garage	stage 1A alterations and additions to existing dwelling to c	TWEED HEADS	DevUnit	Council	2008-12-23 15:17:48.000	2008	2999	Other	0.000000	47.000000	-47.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0416	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2008-06-25 11:22:56.000	2008	104375	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0432	Approved	three (3) storey multi dwelling housing comprising of three (3) units and carparking	three (3) storey multi dwelling housing comprising of three 	KINGSCLIFF	DevUnit	Council	2010-05-05 15:00:26.000	2010	13276	Other	212.000000	212.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0434	Approved	multi dwelling housing comprising four (4) units in two detached buildings	multi dwelling housing comprising four (4) units in two deta	POTTSVILLE	DevUnit	Council	2009-02-16 14:20:33.000	2009	25804	Other	0.000000	98.000000	-98.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0435	Approved	three storey apartment building comprising a total of 8 units	three storey apartment building comprising a total of 8 unit	TWEED HEADS SOUTH	DevUnit	Council	2010-08-06 11:14:02.000	2010	13242	Other	560.000000	560.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0436	Approved	6 lot subdivision (torrens) and public road	6 lot subdivision (torrens) and public road	TANGLEWOOD	DevUnit	Council	2010-01-12 16:03:40.000	2010	41654	Other	0.000000	615.000000	-615.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0450	Approved	19 lot subdivision	19 lot subdivision	KINGSCLIFF	DevUnit	Council	2008-09-19 14:39:46.000	2008	103313	Other	0.000000	2358.000000	-2358.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0456	Approved	nine lot subdivision	nine lot subdivision	KINGSCLIFF	DevUnit	Council	2008-09-19 11:54:22.000	2008	90510	Other	0.000000	1048.000000	-1048.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0475	Approved	attached dual occupancy	attached dual occupancy	KINGSCLIFF	DevUnit	Council	2009-03-20 14:13:58.000	2009	94360	Other	0.000000	45.000000	-45.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0490	Approved	2 lot subdivision	2 lot subdivision	DURANBAH	DevUnit	Council	2008-11-06 16:27:53.000	2008	77970	Other	131.000000	131.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0526	Approved	detached duplex	detached duplex	POTTSVILLE	DevUnit	Council	2008-10-14 08:15:31.000	2008	104370	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0530	Approved	detached dual occupancy	detached dual occupancy	POTTSVILLE	DevUnit	Council	2008-09-02 12:41:02.000	2008	104457	Other	0.000000	49.000000	-49.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0573	Approved	demolition and erection of six (6) storey multi dwelling housing comprising twenty seven (27) residential units and basement carparking	demolition and erection of six (6) storey multi dwelling hou	TWEED HEADS	DevUnit	Council	2009-02-11 10:39:20.000	2009	14169	Other	2037.000000	2037.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0611	Approved	development of seven (7) manufactured home sites within an existing manufactured home estate	development of seven (7) manufactured home sites within an e	TWEED HEADS WEST	DevUnit	Council	2009-02-02 08:16:21.000	2009	38869	Other	0.000000	564.000000	-564.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0671	Approved	2 lot subdivision	2 lot subdivision	NUNDERI	DevUnit	Council	2009-12-23 11:10:23.000	2009	32136	Other	0.000000	123.000000	-123.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0777	Approved	residential flat building comprising 3 units and the demolition of existing structures	residential flat building comprising 3 units and the demolit	KINGSCLIFF	DevUnit	Council	2008-12-18 10:25:16.000	2008	10297	Other	139.000000	139.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0784	Approved	conversion of existing garage  & additions to existing dwelling to create attached dual occupancy	conversion of existing garage  & additions to existing dwell	BURRINGBAR	DevUnit	Council	2009-01-09 08:33:43.000	2009	2342	Other	0.000000	90.000000	-90.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0847	Approved	2 lot subdivision	2 lot subdivision	POTTSVILLE	DevUnit	Council	2008-09-18 13:28:56.000	2008	104361	Other	0.000000	82.000000	-82.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0879	Approved	multi dwelling housing comprising 5 dwellings	multi dwelling housing comprising 5 dwellings	CABARITA BEACH	DevUnit	Council	2009-04-23 14:13:05.000	2009	3427	Other	188.000000	188.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0885	Approved	2 lot subdivision and demolition of existing dwelling	2 lot subdivision and demolition of existing dwelling	FINGAL HEAD	DevUnit	Council	2009-02-25 11:57:55.000	2009	14335	Other	131.000000	131.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0907	Approved	change of use tourist accommodation units to flexible multi dwelling housing units or tourist accommodation units and the associated stratum subdivision to allocate car parking at Stage 1 Tweed Ultima	change of use tourist accommodation units to flexible multi 	TWEED HEADS	DevUnit	Council	2009-07-10 09:43:45.000	2009	104811	Other	0.000000	3150.000000	-3150.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0911	Approved	staged integrated housing development comprising 18 residential dwellings, community building, car parking, 19 lot community title subdivision (inclusive of common lot) with pathway to public open space	staged integrated housing development comprising 18 resident	KINGSCLIFF	DevUnit	Council	2009-10-23 12:53:54.000	2009	90140	Other	0.000000	2108.000000	-2108.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0933	Approved	six (6) lot subdivision	six (6) lot subdivision	CHILLINGHAM	DevUnit	Council	2009-07-24 08:43:56.000	2009	19945	Other	0.000000	645.000000	-645.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0976	Approved	two (2) lot subdivision	two (2) lot subdivision	KYNNUMBOON	DevUnit	Council	2009-04-02 14:08:37.000	2009	2219	Other	0.000000	131.000000	-131.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0982	Approved	attached two storey dual occupancy	attached two storey dual occupancy	BOGANGAR	DevUnit	Council	2009-05-01 15:14:51.000	2009	7014	Other	49.000000	49.000000	0.000000
S94-13	S94-13 - Eviron Cemetery	DA08/0984	Approved	demolition of existing structures & construction of multi dwelling housing comprising 28 units and carparking	demolition of existing structures & construction of multi dw	MURWILLUMBAH	DevUnit	Council	2009-08-14 12:17:30.000	2009	18993	Other	0.000000	2389.000000	-2389.000000
S94-13	S94-13 - Eviron Cemetery	DA08/1001	Approved	resident's clubhouse, managers residence & associated facilities	resident's clubhouse, managers residence & associated facili	KUNGHUR	DevUnit	Council	2009-02-24 14:22:43.000	2009	102294	Other	131.000000	131.000000	0.000000
