Year,Contribution Plan Number,Contribution Plan Description,Expenditure Description,Contribution Ledger Number,Expenditure Ledger Number,Income Ledger Number,Period,Jrnl,Period Amt,Notes
2006-07,19,Kings Beach,"CP 19 advertisement Casuarina Sportsfields (Expenditure) $164,500 from Contribution Plan No. 19 (per Council resolution 14/12/05)",1905.00.91400,A3024,A4002.0793,1/7/2006-31/12/2006,655,28000,"A3637 s94 $164,500 "
2006-07,19,Kings Beach,"CP 19 advertisement Casuarina Sportsfields (Expenditure) $164,500 from Contribution Plan No. 19 (per Council resolution 14/12/05)",1905.00.91400,A3024,A4002.0793,1/6/2007-30/6/2007,1387,125563.09,
2006-07,19,Kings Beach,,1905.00.91400,T Bennett,A4002.0793,1/6/2007-30/6/2007,1434,4515.62,Contracts Supervision
2006-07,22,SHIREWIDE CYCLEWAYS,Tweed Link advertising & consultants fees,22.07.00.91400,A4832 ,A4844.0793,1/7/2006-31/12/2006,656,77460,$125850 + $48550 Grant fully Expended         $125850 + $48550 S94 = Total $348800
2006-07,22,SHIREWIDE CYCLEWAYS,Tweed Link advertising & consultants fees,22.07.00.91400,A4832 ,A4844.0793,1/6/2007-30/6/2007,1388,-56460,
2006-07,22,SHIREWIDE CYCLEWAYS,Contracts Suipervision,22.07.00.91400,T Bennett,A4844.0793,1/6/2007-30/6/2007,1435,1899.33,Contracts Supervision
2006-07,23,,,23.04.02.31400,A2746,A5616.0793,1/7/2006-31/12/2006,657,958,
2006-07,26,Shirewide Open Space,Contracts Supervision,26.15.00.91400,T Bennett,A3225.0793,1/6/2007-30/6/2007,1436,4184.44,Contracts Supervision
2006-07,26,Shirewide Open Space,Passive recreation,26.15.00.91400,A3026,A3225.0793,1/6/2007-30/6/2007,1389,36202.77,
2006-07,26,Shirewide Open Space,Coastal Landscaping Strategy,26.15.00.91400,A3127  A1552,A3225.0793,1/7/2006-31/12/2006,658,21802,
2006-07,26,Shirewide Open Space,Coastal Landscaping Strategy,26.15.00.91400,A3127  A1552,A3225.0793,1/6/2007-30/6/2007,1390,124679,
2006-07,28,Seaside City,,28,A3128.0749.34860 ,,1/7/2006-31/12/2006,659,574,A3127
2006-07,None,DCP3 FOOTPATH CONSTRUCTION,Various Footpaths,90.07.00.91400,A5608.0265,A3225.2086,1/7/2006-31/12/2006,660,19804,
2006-07,None,DCP3 FOOTPATH CONSTRUCTION,Various Footpaths,90.07.00.91400,A5608.0265,A3225.2086,1/6/2007-30/6/2007,1391,37754.15,
2006-07,None,Community Facilities Shirewide,Valuations,96.06.00.91400,A2455,A2455.0793,1/7/2006-31/12/2006,661,10372,
2006-07,None,Community Facilities Shirewide,Valuations,96.06.00.91400,A2455,A2455.0793,1/6/2007-30/6/2007,1392,17991.35,
2006-07,None,Community Facilities Shirewide,Bridge Club Car Park,96.06.00.91400,A2222,A2455.0793,1/6/2007-30/6/2007,1393,1671,
2006-07,None,RRDC,Upper Crystal Ck,99.02.01.91400,A3843,A3810.7014,1/6/2007-30/6/2007,1394,38121.45,"Annual Recoup deferred to 2006/07, Refer Ian Kite"
2007-08,1,DCP3 PASSIVE OPEN SPACE,Update community Profile/s94 plans,01.15.00.91400,A1163,A3031.0793,1/3/2008-30/6/2008,,1529.64,
2007-08,1,DCP3 PASSIVE OPEN SPACE,Banora Point sportsfields,01.15.00.91400,A3026,A3225.3239,1/7/2007-29/2/2008,562,42136.91,
2007-08,1,DCP3 PASSIVE OPEN SPACE,Banora Point sportsfields,01.15.00.91400,A3026,A3225.3239,1/3/2008-30/6/2008,,50723.74,
2007-08,1,DCP3 PASSIVE OPEN SPACE,Open space/recreation strategy,01.15.00.91400,,A3031.0793,1/7/2007-29/2/2008,563,19865.37,
2007-08,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),02.01.00.91400,A4705,A3810.7016,1/7/2007-29/2/2008,564,20.07,
2007-08,2,WESTERN DRAINAGE,Update community Profile/s94 plans,02.01.00.91400,A1163,A3810.7016,1/3/2008-30/6/2008,,189.77,
2007-08,3,DCP3 COMMUNITY CENTRE,COMM FAC SHIRE WIDE - VALUATIONS AND BANORA POINT COMMUNITY CENTRE LAND PURCHASE,03.06.00.91400,A2441 A2442,A2456.0793,1/3/2008-30/6/2008,,15280,
2007-08,3,DCP3 COMMUNITY CENTRE,Update community Profile/s94 plans,03.06.00.91400,A1163,A2456.0793,1/3/2008-30/6/2008,,20.94,
2007-08,4,TRCP,Update community Profile/s94 plans,04.02.00.91400,A1163,A3807.0793,1/3/2008-30/6/2009,,5695.9,
2007-08,4,TRCP,Darlington/Leisure Drive,04.02.00.91400,A3640,A3807.0793,1/7/2007-29/2/2008,565,52064.57,
2007-08,4,TRCP,Darlington/Leisure Drive,04.02.00.91400,A3640,A3807.0793,1/3/2008-30/6/2008,,159.48,
2007-08,4,TRCP,Fraser/Leisure Drive to Botanical Circuit,04.02.00.91400,A3646,A3807.0793,1/7/2007-29/2/2008,566,457008.04,
2007-08,4,TRCP,Fraser/Leisure Drive to Botanical Circuit,04.02.00.91400,A3646,A3807.0793,1/3/2008-30/6/2008,,42840.96,
2007-08,4,TRCP,Tweed Coast Road,04.02.00.91400,A3647,A3807.0793,1/7/2007-29/2/2008,567,450,
2007-08,4,TRCP,Tweed Coast Road,04.02.00.91400,A3647,A3807.0793,1/3/2008-30/6/2008,,16470,
2007-08,4,TRCP,Kirkwood Road,04.02.00.91400,A5216,A3807.0793,1/7/2007-29/2/2008,568,2899.9,
2007-08,4,TRCP,Kirkwood Road,04.02.00.91400,A5216,A3807.0793,1/3/2008-30/6/2008,,34165,
2007-08,4,TRCP,Koala Beach/Seabeeze Link Road,04.02.00.91400,A5217,A3807.0793,1/7/2007-29/2/2008,569,406.17,
2007-08,4,TRCP,Scenic Drive diversion,04.02.00.91400,A5218,A3807.0793,1/7/2007-29/2/2008,570,121606.63,
2007-08,4,TRCP,Scenic Drive diversion,04.02.00.91400,A5218,A3807.0793,1/3/2008-30/6/2008,,145716.37,
2007-08,4,TRCP,Tugun Bypass,04.02.00.91400,A5219,A3807.0793,1/7/2007-29/2/2008,571,1913378.18,
2007-08,4,TRCP,Kennedy Dr/ Crystal Waters dr,04.02.00.91400,A5222,A3807.0793,1/3/2008-30/6/2008,,24693.29,
2007-08,4,TRCP,Minjungbal Dr/ Dry Dock rock,04.02.00.91400,A5223,A3807.0793,1/3/2008-30/6/2008,,18939.91,
2007-08,4,TRCP,Crown land purchase Cobaki,04.02.00.91400,A5637,A3807.0793,1/7/2007-29/2/2008,572,39146.73,
2007-08,4,TRCP,Crown land purchase Cobaki,04.02.00.91400,A5637,A3807.0793,1/3/2008-30/6/2008,,1865.27,
2007-08,4,TRCP,Shallow Bay Drive,04.02.00.91400,A5655,A3807.0793,1/7/2007-29/2/2008,573,450.1,
2007-08,4,TRCP,Shallow Bay Drive,04.02.00.91400,A5655,A3807.0793,1/3/2008-30/6/2008,,312.9,
2007-08,4,TRCP,Design Unit Costs,04.02.00.91400,Design unit,A5307.0001,1/3/2008-30/6/2008,,252500,Design Unit Costs
2007-08,5,TRCP,Laser survey Tweed & coastal creeks,04.02.00.91400,A1530,A3807.0793,1/3/2008-30/6/2008,,48000,
2007-08,5,OPEN SPACE,PIGGABEEN SPORTSFIELD loan interest,05.16.00.91400,A0553,A0553.0016.91400 Piggabeen ONLY,1/3/2008-30/6/2008,,1353,
2007-08,5,OPEN SPACE,Update community Profile/s94 plans,05.16.02.91400,A1163,A3031.0793,1/3/2008-30/6/2008,,494.35,
2007-08,5,STRUCTURED OPEN SPACE,Upgrade Ducat/Quota/Knox/Razorback/Bogangar parks,05.16.00.91400,A3025,A3031.0793,1/7/2007-29/2/2008,547,57943.14,
2007-08,6,STRUCTURED OPEN SPACE,Upgrade Ducat/Quota/Knox/Razorback/Bogangar parks,05.16.00.91401,A3026,A3031.0794,1/3/2008-30/6/2008,,-57943.14,
2007-08,5,OPEN SPACE,Open Space/Recreation strategy,05.15.00.91400,A3125,A3225.2084,1/3/2008-30/6/2008,,1120,
2007-08,5,STRUCTURED OPEN SPACE,"Les Burger Field, Round Mountain Equestrian, Kingscliff Sportsfield, West Murwillumbah",05.16.00.91400,A3026,A3031.0793,1/7/2007-29/2/2008,575,42136.91,
2007-08,5,STRUCTURED OPEN SPACE,"Les Burger Field, Round Mountain Equestrian, Kingscliff Sportsfield, West Murwillumbah",05.16.00.91400,A3026,A3031.0793,1/3/2008-30/6/2008,,-11985.31,
2007-08,5,OPEN SPACE,Ron Wilkinson Park,05.15.00.91400,A3034,A3225.2084,1/7/2007-29/2/2008,576,114.82,
2007-08,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,A3118.0001,A3225.2085,1/7/2007-29/2/2008,577,3050.02,
2007-08,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,A3118.0001,A3225.2085,1/3/2008-30/6/2008,,12674.98,
2007-08,6,CONTRIBUTION STREET TREES,Update community Profile/s94 plans,06.08.00.91400,A1163,A3225.2085,1/3/2008-30/6/2008,,52,
2007-08,7,WEST K'CLIFF CYCLEWAY,Update community Profile/s94 plans,07.07.00.91400,A1163,A3225.2086,1/3/2008-30/6/2008,,332.27,
2007-08,7,KINGSCLIFF DRAINAGE,,07.01.00.91400,A4696.7101,A3810.7016,1/7/2007-29/2/2008,578,1456.18,
2007-08,11,LIBRARIES,PART REGIONAL LBRARY CONTRIBUTION,11.06.00.91400,A2295,A2346,1/3/2008-30/6/2008,,170000,
2007-08,11,LIBRARIES,Bookstock,11.06.00.91400,A2280 A2282 A2347  , A2346,1/7/2007-29/2/2008,579,23250.63,
2007-08,11,LIBRARIES,Update community Profile/s94 plans,11.06.00.91400,A1163, A2346,1/3/2008-30/6/2008,,610.51,
2007-08,12,Bus Shelters,Update community Profile/s94 plans,12.10.00.91400,A1163,A5634,1/3/2008-30/6/2008,,35.79,
2007-08,13,CEMETERIES,ENVIRON CEMETERY Loan,13.11.00.91400,A2800,A2895.0793,1/3/2008-30/6/2008,,63000,
2007-08,13,CEMETERIES,Update community Profile/s94 plans,13.11.00.91400,A1163,A2895.0793,1/3/2008-30/6/2008,,16.21,
2007-08,14,Mebbin Springs,Update community Profile/s94 plans,14.14.00.91400,A1163,A3807.0793,1/3/2008-30/6/2008,,4.73,
2007-08,15,COMMUNITY FACILITIES NTH,SLSC,15.06.01.91400,A2065,A2455.0741.91400,1/3/2008-30/6/2008,,3692,
2007-08,15,COMMUNITY FACILITIES STH,Update community Profile/s94 plans,15.06.02.91400,A1163,A2455.0741.91400,1/3/2008-30/6/2008,,430.19,
2007-08,16,SLSC,SLSC Strategy 2020,16.12.00.91400,A1517,A2065.0749,1/7/2007-29/2/2008,580,11261.4,
2007-08,16,SLSC,SLSC Strategy 2020,16.12.00.91400,A1517,A2065.0749,1/3/2008-30/6/2008,,11115.6,
2007-08,16,SLSC,SALT SLSC expenditure,16.12.00.91400,A2065 ,A2065.0749,1/7/2007-29/2/2008,581,21625.58,
2007-08,16,SLSC,Update community Profile/s94 plans,16.12.00.91400,A1163,A2065.0749,1/3/2008-30/6/2008,,143.17,
2007-08,18,Council Tech. Facilities,Update community Profile/s94 plans,18.13.00.91400,A1163,A2237,1/3/2008-30/6/2008,,738.14,
2007-08,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,A2135,A2237,1/3/2008-30/6/2008,,469527,
2007-08,18,Council Tech. Facilities,Depot Loans 50%,18.13.00.91400,A4910,A2237,1/3/2008-30/6/2008,,66615.11,
2007-08,19,Kings Beach,Update community Profile/s94 plans,19.05.00.91400,A1163,A4002.0793,1/3/2008-30/6/2008,,428.16,
2007-08,22,SHIREWIDE CYCLEWAYS,Tweed Link advertising & consultants fees,22.07.00.91400,A4832 ,A4844.0793,1/7/2007-29/2/2008,582,7159.09,
2007-08,22,SHIREWIDE CYCLEWAYS,Update community Profile/s94 plans,22.07.00.91400,A1163,A4844.0793,1/3/2008-30/6/2008,,235.02,
2007-08,23,CP23 Car Park,Update community Profile/s94 plans,23.04.04.91400 ,A1163,A5616.0793,1/3/2008-30/6/2008,,633.47,
2007-08,25,SALT Open Space,Update community Profile/s94 plans,25.05.00.91400,A1163,A1147,1/3/2008-30/6/2008,,324.84,
2007-08,26,Shirewide Open Space,Jack Evans Boatharbour,26.15.00.91400,A0551,A3225.0793,1/3/2008-30/6/2008,,90810,
2007-08,26,Shirewide Open Space,Update community Profile/s94 plans,26.15.00.91400,A1163,A3225.0793,1/3/2008-30/6/2008,,1263.56,
2007-08,26,Shirewide Open Space,Botanic Gardens 7YP,26.15.00.91400,A1524,A3225.0793,1/7/2007-29/2/2008,583,15900,
2007-08,26,Shirewide Open Space,Botanic Gardens 7YP,26.15.00.91400,A1524,A3225.0793,1/3/2008-30/6/2008,,32077,
2007-08,27,Tweed Heads Masterplan,,27,A1527/A1528,A3225.0793,1/3/2008-30/6/2008,,9196,
2007-08,27,Tweed Heads Masterplan,Update community Profile/s94 plans,27,A1163,A3225.0793,1/3/2008-30/6/2008,,24.99,
2007-08,None,DCP14,Update community Profile/s94 plans,91.07.00.91400,A1163,A3225,1/3/2008-30/6/2008,,34.44,
2007-08,None,,Update community Profile/s94 plans,92.07.00.91400,A1163,A3225,1/3/2008-30/6/2008,,73.61,
2007-08,None,Terranora Footpaths,Various Footpaths,94.07.00.31400,A5608,A3225.2086,1/7/2007-29/2/2008,584,18146,
2007-08,None,Terranora Footpaths,Various Footpaths,94.07.00.31400,A5608,A3225.2086,1/3/2008-30/6/2008,103,56832.42,
2007-08,None,Bilambil Heights,"Open Space, Drainage, Comm Fac.",95.07.00.31400,A1163,,1/3/2008-30/6/2008,,205.98,
2007-08,None,Community Facilities Shirewide,Update community Profile/s94 plans,96.06.00.91400,A1163,A2455.0793,1/3/2008-30/6/2008,,108.05,
2007-08,None,Community Facilities Shirewide,Bridge Club Car Park,96.06.00.91400,A2222,A2455.0793,1/7/2007-29/2/2008,585,83451,
2007-08,None,Community Facilities Shirewide,Sth Tweed Skate Park,96.06.00.91400,A3036,A2454.0793,1/3/2008-30/6/2008,,1000,
2007-08,None,Marana Park Roundabout,Update community Profile/s94 plans,98.04.00.91400,A1163,A3807.0793,1/3/2008-30/6/2008,,33.77,
2008-09,1,DCP3 PASSIVE OPEN SPACE,Upgrade local parks,01.15.00.91400,A3125.3239,A3031.0793,1/7/2008-30/6/2009,1168,8234.9,
2008-09,1,DCP3 PASSIVE OPEN SPACE,Advertising,01.15.00.91400,A1103.3239,A3031.0793,1/7/2008-30/6/2009,1169,594,
2008-09,4,TRCP,Darlingtton Drive,04.02.00.91400,A3641,A4002.0793,1/7/2008-30/6/2009,1205,948,
2008-09,4,TRCP,Leisure Drive widening,04.02.00.91400,A3642,A4002.0793,1/7/2008-30/6/2009,1170,64804.28,
2008-09,4,TRCP,Leisure Drive widening,04.02.00.91400,A3642,A4002.0793,1/7/2008-30/6/2009,1287,12329.5,
2008-09,4,TRCP,Elrond Drive Connection,04.02.00.91400,A3643,A4002.0793,1/7/2008-30/6/2009,1172,244.21,
2008-09,4,TRCP,Fraser Drive,04.02.00.91400,A3646,A4002.0793,1/7/2008-30/6/2009,1171,862.69,
2008-09,4,TRCP,Tweed Coast Road,04.02.00.91400,A3647,A4002.0793,1/7/2008-30/6/2009,1172,85.82,
2008-09,4,TRCP,Kirkwood Road,04.02.00.91400,A5216,A4002.0793,1/7/2008-30/6/2009,1172,426236.53,
2008-09,4,TRCP,Kirkwood Road,04.02.00.91400,A5216,A4002.0793,1/7/2008-30/6/2009,1206,-31100,
2008-09,4,TRCP,Kirkwood Road,04.02.00.91400,A5216,A4002.0793,1/7/2008-30/6/2009,1288,585,
2008-09,4,TRCP,Seabreeze/Koala Beach,04.02.00.91400,A5217,A4002.0793,1/7/2008-30/6/2009,1172,888641.11,
2008-09,4,TRCP,Seabreeze/Koala Beach,04.02.00.91400,A5217,A4002.0793,1/7/2008-30/6/2009,1207,2546.58,
2008-09,4,TRCP,Scenic Drive,04.02.00.91400,A5218,A4002.0793,1/7/2008-30/6/2009,1172,289978.04,
2008-09,4,TRCP,Scenic Drive,04.02.00.91400,A5218,A4002.0793,1/7/2008-30/6/2009,1208,-3000,
2008-09,4,TRCP,Scenic Drive,04.02.00.91400,A5218,A4002.0793,1/7/2008-30/6/2009,1289,24590.75,
2008-09,4,TRCP,,04.02.00.91400,A5219,A4002.0793,1/7/2008-30/6/2009,1172,1768.17,
2008-09,4,TRCP,Joshua St Mbah,04.02.00.91400,A5221,A4002.0793,1/7/2008-30/6/2009,1172,36356.38,
2008-09,4,TRCP,Kennedy Dr/ Crystal Waters dr,04.02.00.91400,A5222,A4002.0793,1/7/2008-30/6/2009,1172,2749.6,
2008-09,4,TRCP,Minjungbal Dr/ Dry Dock rock,04.02.00.91400,A5223,A4002.0793,1/7/2008-30/6/2009,1172,12056.55,
2008-09,4,TRCP,Byangum Rd William St,04.02.00.91400,A5225,A4002.0793,1/7/2008-30/6/2009,1172,46370.08,
2008-09,4,TRCP,Kennedy Drive widening,04.02.00.91400,A5227,A4002.0793,1/7/2008-30/6/2009,1172,25899,
2008-09,4,TRCP,Kennedy Drive widening,04.02.00.91400,A5227,A4002.0793,1/7/2008-30/6/2009,1290,4215,
2008-09,4,TRCP,Land acquisition road widening,04.02.00.91400,A5229,A4002.0793,1/7/2008-30/6/2009,1209,497979.21,
2008-09,4,TRCP,Barnby St to Kynnumboon Bridge,04.02.00.91400,A5230,A4002.0793,1/7/2008-30/6/2009,1172,2321.12,
2008-09,4,TRCP,Byangum Rd roundabout,04.02.00.91400,A5232,A4002.0793,1/7/2008-30/6/2009,1172,75783.77,
2008-09,4,TRCP,Byangum Rd roundabout,04.02.00.91400,A5232,A4002.0793,1/7/2008-30/6/2009,1210,914.32,
2008-09,4,TRCP,Byangum Rd roundabout,04.02.00.91400,A5232,A4002.0793,1/7/2008-30/6/2009,1291,2183.39,
2008-09,4,TRCP,Byangum Rd roundabout,04.02.00.91400,A5232,A4002.0793,1/7/2008-30/6/2009,1337,-914.32,
2008-09,4,TRCP,,04.02.00.91400,A5644,A4002.0793,1/7/2008-30/6/2009,1172,1653.35,
2008-09,4,TRCP,Shallow Bay Dr connection,04.02.00.91400,A5655,A4002.0793,1/7/2008-30/6/2009,1172,208.1,
2008-09,4,TRCP,,04.02.00.91400,A5692,A4002.0793,1/7/2008-30/6/2009,1172,1199.31,Over recouped
2008-09,4,TRCP,Advertising,04.02.00.91400,A7820,A4002.0793,1/7/2008-30/6/2009,1172,255.1,
2008-09,5,CASUAL OPEN SPACE,Botanical Gardens,05.16.02.91400,A1524,A3031.0793,1/7/2008-30/6/2009,1211,44575.1,
2008-09,5,CASUAL OPEN SPACE,Botanical Gardens,05.16.02.91400,A1524,A3031.0793,1/7/2008-30/6/2009,1338,972,
2008-09,5,STRUCTURED OPEN SPACE,Access road and car parking Arkinstall Park,05.16.00.91400,A4911,A3031.0793,1/7/2008-30/6/2009,1230,60000,
2008-09,5,STRUCTURED OPEN SPACE,"Les Burger Field, Round Mountain Equestrian, Kingscliff Sportsfield, West Murwillumbah",05.16.00.91400,A3026,A3031.0793,1/7/2008-30/6/2009,1173,115003.34,
2008-09,5,OPEN SPACE,CP5 advertising,05.15.00.91400,A5204,A3031.0793,1/7/2008-30/6/2009,1174,276.75,
2008-09,5,OPEN SPACE,Access road and car parking Arkinstall Park,05.15.00.91400,A4911,A3225.0793,1/7/2008-30/6/2009,1343,-60000,Under recouped
2008-09,6,CONTRIBUTION STREET TREES,Tree purchases,06.08.00.91400,A3118.0001,A3225.0793,1/7/2008-30/6/2009,1175,19533.31,
2008-09,7,KINGSCLIFF DRAINAGE,,07.01.00.91400,A4696.7101,A4750.0793,1/7/2008-30/6/2009,1176,11068.46,
2008-09,11,LIBRARIES,PART LIBRARY LOAN,11.06.00.91400,A2295,A2346.0793,1/7/2008-30/6/2009,1178,28597,
2008-09,11,LIBRARIES,PART REGIONAL LBRARY CONTRIBUTION,11.06.00.91400,A2280,A2346.0793,1/7/2008-30/6/2009,1177,175796,
2008-09,12,Bus Shelters,Bus Shelters Construction,12.10.00.91400,A5633,A5634.0793,1/7/2008-30/6/2009,1179,59883.98,
2008-09,13,CEMETERIES,ENVIRON CEMETERY Loan,13.11.00.91400,A2800,A2895.0793,1/7/2008-30/6/2009,1180,63000,
2008-09,16,SLSC,SLSC Strategy 2020,16.12.00.91400,A1517,A2065.0749,1/7/2008-30/6/2009,1182,10000.2,
2008-09,18,Council Tech. Facilities,Civic Centre Loans,18.13.00.91400,A2135,A2237.0793,1/7/2008-30/6/2009,1183,405218,
2008-09,18,Council Tech. Facilities,Tweed Depot,18.13.00.91400,A4905,A2237.0793,1/7/2008-30/6/2009,1184,42379.13,
2008-09,18,Council Tech. Facilities,Depot Expenditure,18.13.00.91400,A4912,A2237.0793,1/7/2008-30/6/2009,1342,64007,
2008-09,22,SHIREWIDE CYCLEWAYS,Trf expenditure from CP90,22.07.00.91400,,90.07.00.91400,1/7/2008-30/6/2009,510,389.06,Trf expenditure
2008-09,22,SHIREWIDE CYCLEWAYS,Trf expenditure from CP94,22.07.00.91400,,94.07.00.91400,1/7/2008-30/6/2009,509,56107.03,Trf expenditure
2008-09,22,SHIREWIDE CYCLEWAYS,Tweed Link advertising & consultants fees,22.07.00.91400,A4832 ,A4844.0793,1/7/2008-30/6/2009,1185,94768,
2008-09,22,SHIREWIDE CYCLEWAYS,Tweed Link advertising & consultants fees,22.07.00.91400,A4832 ,A4844.0793,1/7/2008-30/6/2009,1212,-94768,
2008-09,22,SHIREWIDE CYCLEWAYS,Tweed Link advertising & consultants fees,22.07.00.91400,A4832 ,A4844.0793,1/7/2008-30/6/2009,1213,6774.98,
2008-09,22,SHIREWIDE CYCLEWAYS,Tweed Link advertising & consultants fees,22.07.00.91400,A4832 ,A4844.0793,1/7/2008-30/6/2009,1218,-3387.49,
2008-09,22,SHIREWIDE CYCLEWAYS,Coastline Cycleway,22.07.00.91400,A4841,A4844.0793,1/7/2008-30/6/2009,1214,181630.3,
2008-09,22,SHIREWIDE CYCLEWAYS,Coastline Cycleway,22.07.00.91400,A4841,A4844.0793,1/7/2008-30/6/2009,1217,-219287.5,
2008-09,22,SHIREWIDE CYCLEWAYS,,22.07.00.91400,A4841,A4844.0793,1/7/2008-30/6/2009,1186,20718.76,
2008-09,22,SHIREWIDE CYCLEWAYS,,22.07.00.91400,A4841,A4844.0793,1/7/2008-30/6/2009,1186,256945,
2008-09,23,CP23 Car Park,Murwillumbah Pool car park,23.04.02.91400 ,A1504,A5616.0767,1/7/2008-30/6/2009,1300,47852.08,
2008-09,26,Shirewide Open Space,Murwillumbah Car Park (part) loan,26.16.00.91400,A1504,A2753.0767,1/7/2008-30/6/2009,1299,324437.11,
2008-09,26,Shirewide Open Space,Jack Evans Boatharbour,26.15.00.91400,A0551,A3225.0793,1/7/2008-30/6/2009,1187,76052.91,
2008-09,26,Shirewide Open Space,Jack Evans Boatharbour,26.16.00.91400,A3078,A3225.0793,1/7/2008-30/6/2009,1298,54590.96,
2008-09,None,Community Facilities Shirewide,Sth Tweed Skate Park,96.06.00.91400,A3036,A3031.0793,1/7/2008-30/6/2009,1189,100000,
2008-09,None,DCP3 FOOTPATH CONSTRUCTION,Various Footpaths,90.07.00.91400,A5608.0265,A5657.0793,1/7/2008-30/6/2009,,-389.06,
2008-09,None,,Ian Bentley's salary,92.07.00.91400,A3140,A5657.0793,1/7/2008-30/6/2009,1285,50000,
2008-09,None,,Various Footpaths,92.07.00.91400,A3125,A5657.0793,1/7/2008-30/6/2009,,-8234.9,
2008-09,None,,Various Footpaths,92.07.00.91400,A3125,A5657.0793,1/7/2008-30/6/2009,1188,8234.9,
2008-09,None,Terranora Footpaths,Various Footpaths,94.07.00.31400,A5608,A5657.0793,1/7/2008-30/6/2009,,-56107.03,A5608
2009-10,1,DCP3 PASSIVE OPEN SPACE,Advertising,01.15.00.91400,A1103.3239,A3031.0793,1/7/2009-31/12/2009,,52.56,
2009-10,1,DCP3 PASSIVE OPEN SPACE,Advertising,01.15.00.91400,A1103.3239,A3031.0793,1/1/2010-30/6/2010,506,43.2,
2009-10,1,DCP3 ACTIVE OPEN SPACE,South Tweed Sportsfields,01.16.00.91400,A3196,A3031.0793,1/1/2010-30/6/2010,,1900.61,
2009-10,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),02.01.00.91400,A4685.0001,A3810.0793,1/1/2010-30/6/2010,,185.15,
2009-10,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),02.01.00.91400,A4705,A3810.0793,1/7/2009-31/12/2009,,52.56,
2009-10,2,WESTERN DRAINAGE,WESTERN DRAINAGE (PT S94),02.01.00.91400,A4705,A3810.0793,1/1/2010-30/6/2010,507,43.2,
2009-10,4,TRCP,Leisure Drive widening,04.02.00.91400,A3642,A4002.0793,1/7/2009-31/12/2009,,21441.99,
2009-10,4,TRCP,Leisure Drive widening,04.02.00.91400,A3642,A4002.0793,1/1/2010-30/6/2010,508,44148.61,
2009-10,4,TRCP,TRCP Design review,04.02.00.91400,A4010.0002,A4002.0793,1/1/2010-30/6/2010,,23798.83,
2009-10,4,TRCP,Terranora Creek,04.02.00.91400,A5215.0001,A4002.0793,1/1/2010-30/6/2010,,65144.38,
2009-10,4,TRCP,Kirkwood Road,04.02.00.91400,A5216,A4002.0793,1/7/2009-31/12/2009,,2838.88,
2009-10,4,TRCP,Kirkwood Road,04.02.00.91400,A5216,A4002.0793,1/1/2010-30/6/2010,510,43916.43,
2009-10,4,TRCP,Seabreeze/Koala Beach Link Road,04.02.00.91400,A5217,A4002.0793,1/1/2010-30/6/2010,,231099,
2009-10,4,TRCP,Scenic Drive,04.02.00.91400,A5218,A4002.0793,1/1/2010-30/6/2010,,265114.28,
2009-10,4,TRCP,Joshua St Murwillumbah,04.02.00.91400,A5221,A4002.0793,1/1/2010-30/6/2010,,8819.13,
2009-10,4,TRCP,Byangum Rd William St,04.02.00.91400,A5225,A4002.0793,1/1/2010-30/6/2010,,29308.52,
2009-10,4,TRCP,Kennedy Drive widening,04.02.00.91400,A5227,A4002.0793,1/1/2010-30/6/2010,,32370.78,
2009-10,4,TRCP,Riverview St widening,04.02.00.91400,A5231.0001/0689,A4002.0793,1/1/2010-30/6/2010,,117984.37,
2009-10,4,TRCP,Byangum Rd roundabout,04.02.00.91400,A5232.0015,A4002.0793,1/1/2010-30/6/2010,,497162.02,
2009-10,4,TRCP,Byangum Rd roundabout Wollumbin/West End St,04.02.00.91400,A5233,A4002.0793,1/1/2010-30/6/2010,,148910,
2009-10,4,TRCP,Kennedy Drive 50% RTA land purchase,04.02.00.91400,A5234,A4002.0793,1/1/2010-30/6/2010,,67607.06,
2009-10,4,TRCP,Cross border traffic master paln,04.02.00.91400,A5644,A4002.0793,1/7/2009-31/12/2009,,400,
2009-10,4,TRCP,Cross border traffic master paln,04.02.00.91400,A5644,A4002.0793,1/1/2010-30/6/2010,511,28002,
2009-10,4,TRCP,Advertising,04.02.00.91400,A7820,A4002.0793,1/7/2009-31/12/2009,,52.56,
2009-10,4,TRCP,Advertising,04.02.00.91400,A7820,A4002.0793,1/1/2010-30/6/2010,512,43.2,
2009-10,5,STRUCTURED OPEN SPACE,Ron Wilkinson Park upgrade,05.16.00.91400,3034.0047,A3031.0793,1/1/2010-30/6/2010,,1082.3,
2009-10,5,CASUAL OPEN SPACE,Botanical Gardens,05.16.02.91400,A1524,A3031.0793,1/1/2010-30/6/2010,,8891.19,
2009-10,5,STRUCTURED OPEN SPACE,Les Burger Field upgrade,05.16.00.91400,A3026.2138/9840/9820,A3031.0793,1/7/2009-31/12/2009,,6460.26,
