Purpose,Transaction Year,Transaction Date,Transaction Type,Receipt Type,Plan,Levy,LEVIED,PAID,BALANCE,Application ID,Application Description,Short Description,Lots,Approval Date,Approval Year,locality,DECISION,Determined By,Works In Kind,Works In Kind Description,CHARGE_TYPE,APPLICATION_NO,RAM_PROCESS_CTR,Initial Balance,Charge Amount
Roads,2020,2020-10-20T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 06,53627.4,53627.4,0,DA16/0647,waste or resource transfer station and three general industrial units (JRPP),waste or resource transfer station and three general industr,1,2017-10-25T12:38:38,2017,CHINDERAH,Approved,Council,TRUE,,Sector6_4,714544,714544,53627.4,53627.4
Roads,2020,2020-05-14T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 06,121144.2,121144.2,0,DA19/0286,construction of 32 industrial units and strata subdivision,construction of 32 industrial units and strata subdivision,32,2019-10-30T11:38:50,2019,CHINDERAH,Approved,Council,TRUE,,Sector6_4,814224,814224,121144.2,121144.2
Roads,2020,2020-02-28T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 06,21316.2,21316.2,0,DA19/0604,commercial premises,commercial premises,1,2020-01-16T08:39:12,2020,CHINDERAH,Approved,Council,TRUE,,Sector6_4,828518,828518,21316.2,21316.2
Roads,2018,2018-05-18T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 02,239304,239304,0,DA16/0102,multi dwelling housing development comprising 45 town houses,multi dwelling housing development comprising 45 town houses,45,2016-08-31T14:20:02,2016,TWEED HEADS SOUTH,Approved,Council,TRUE,,Sector2_4,691157,691157,239304,239304
Roads,2018,2018-05-18T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,17249,17249,0,DA16/0102,multi dwelling housing development comprising 45 town houses,multi dwelling housing development comprising 45 town houses,45,2016-08-31T14:20:02,2016,TWEED HEADS SOUTH,Approved,Council,TRUE,,Shirewid22,691157,691157,17249,17249
Roads,2016,2016-07-15T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,7833,7833,0,DA15/0982,two lot subdivision,two lot subdivision,2,2016-02-25T08:25:21,2016,CASUARINA,Approved,Council,TRUE,,Sector7_4,683360,683360,7833,7833
Roads,2016,2016-07-15T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,480,480,0,DA15/0982,two lot subdivision,two lot subdivision,2,2016-02-25T08:25:21,2016,CASUARINA,Approved,Council,TRUE,,Shirewid22,683360,683360,480,480
Roads,2022,2022-08-19T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 01,9552.9,9552.9,0,DA19/0837,"demolition of the existing Marine Rescue Point Danger building and viewing platform of the Captain Cook Memorial and Lighthouse, reconstruction of the Marine Rescue Point Danger building and viewing platform of the Captain Cook Memorial and Lighthouse including a café, landscaping works and construction of 12 car parking spaces within Tweed Terrace",demolition of the existing Marine Rescue Point Danger buildi,1,2020-06-02T09:19:44,2020,TWEED HEADS,Approved,Council,TRUE,,Sector1_4,837760,837760,9552.9,9552.9
Roads,2017,2017-02-06T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,1801,1801,0,DA16/0053,single storey dual occupancy,single storey dual occupancy,2,2016-04-08T08:01:58,2016,MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,689183,689183,1801,1801
Roads,2017,2017-02-06T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,200,200,0,DA16/0053,single storey dual occupancy,single storey dual occupancy,2,2016-04-08T08:01:58,2016,MURWILLUMBAH,Approved,Council,TRUE,,Shirewid22,689183,689183,200,200
Roads,2017,2017-02-06T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,1801,1801,0,DA16/0054,2 storey dual occupancy,2 storey dual occupancy,2,2016-04-14T11:39:37,2016,MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,689201,689201,1801,1801
Roads,2017,2017-02-06T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,200,200,0,DA16/0054,2 storey dual occupancy,2 storey dual occupancy,2,2016-04-14T11:39:37,2016,MURWILLUMBAH,Approved,Council,TRUE,,Shirewid22,689201,689201,200,200
Roads,2017,2017-04-03T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution LCA4,82003.8,82003.8,0,DA16/0300,"mixed use development including child care centre, medical centres, office premises, retail premises, food and drink premises, gymnasium and associated earthworks","mixed use development including child care centre, medical c",1,2016-12-20T10:07:19,2016,CASUARINA,Approved,Council,TRUE,,LCA-4,700573,700573,82003.8,82003.8
Roads,2017,2017-04-03T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,608488.2,608488.2,0,DA16/0300,"mixed use development including child care centre, medical centres, office premises, retail premises, food and drink premises, gymnasium and associated earthworks","mixed use development including child care centre, medical c",1,2016-12-20T10:07:19,2016,CASUARINA,Approved,Council,TRUE,,Sector7_4,700573,700573,608488.2,608488.2
Roads,2016,2016-07-19T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution LCA3,94,94,0,DA16/0366,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-07-14T14:25:35,2016,POTTSVILLE,Approved,Council,TRUE,,LCA-3,702780,702780,94,94
Roads,2016,2016-07-19T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 08 Pottsville,1773,1773,0,DA16/0366,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-07-14T14:25:35,2016,POTTSVILLE,Approved,Council,TRUE,,Sector8_4,702780,702780,1773,1773
Roads,2016,2016-07-19T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,364,364,0,DA16/0366,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-07-14T14:25:35,2016,POTTSVILLE,Approved,Council,TRUE,,Shirewid22,702780,702780,364,364
Roads,2019,2019-07-01T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,130758.1,6724,0,DA17/0381,"mixed use development including retail and office, shop top housing, multi dwelling housing, residential flat building with residential accommodation and tourist and visitor accommodation subdivision in 3 Stages and 31 lot strata subdivision","mixed use development including retail and office, shop top ",31,2017-11-06T13:52:45,2017,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,745613,745613,130758.1,130758.1
Roads,2019,2019-10-22T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,130758.1,46928.5,0,DA17/0381,"mixed use development including retail and office, shop top housing, multi dwelling housing, residential flat building with residential accommodation and tourist and visitor accommodation subdivision in 3 Stages and 31 lot strata subdivision","mixed use development including retail and office, shop top ",31,2017-11-06T13:52:45,2017,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,745613,745613,130758.1,130758.1
Roads,2019,2019-10-22T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,4740,2359,0,DA17/0381,"mixed use development including retail and office, shop top housing, multi dwelling housing, residential flat building with residential accommodation and tourist and visitor accommodation subdivision in 3 Stages and 31 lot strata subdivision","mixed use development including retail and office, shop top ",31,2017-11-06T13:52:45,2017,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,745613,745613,4740,4740
Roads,2019,2019-10-22T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,130758.1,83829.6,0,DA17/0381,"mixed use development including retail and office, shop top housing, multi dwelling housing, residential flat building with residential accommodation and tourist and visitor accommodation subdivision in 3 Stages and 31 lot strata subdivision","mixed use development including retail and office, shop top ",31,2017-11-06T13:52:45,2017,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,745613,745613,130758.1,130758.1
Roads,2019,2019-10-22T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,4740,2381,0,DA17/0381,"mixed use development including retail and office, shop top housing, multi dwelling housing, residential flat building with residential accommodation and tourist and visitor accommodation subdivision in 3 Stages and 31 lot strata subdivision","mixed use development including retail and office, shop top ",31,2017-11-06T13:52:45,2017,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,745613,745613,4740,4740
Roads,2018,2018-07-11T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,27667.32,21267.32,1775,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,747418,747418,27667.32,27667.32
Roads,2018,2018-07-11T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,2780.3,1308.3,416,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,747418,747418,2780.3,2780.3
Roads,2019,2019-06-24T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,27667.32,1681,1775,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,747418,747418,27667.32,27667.32
Roads,2019,2019-06-24T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,2780.3,395,416,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,747418,747418,2780.3,2780.3
Roads,2019,2019-06-26T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,27667.32,1681,1775,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,747418,747418,27667.32,27667.32
Roads,2019,2019-06-26T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,2780.3,395,416,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,747418,747418,2780.3,2780.3
Roads,2019,2019-09-05T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,27667.32,1775,1775,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,TRUE,,Sector7_4,747418,747418,27667.32,27667.32
Roads,2019,2019-09-05T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,2780.3,416,416,DA17/0450,4 lot subdivision with 4 attached dual occupancies and 6 pools in 5 stages,4 lot subdivision with 4 attached dual occupancies and 6 poo,4,2017-11-29T08:47:27,2017,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,747418,747418,2780.3,2780.3
Roads,2017,2017-02-08T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution LCA4,1086.8,1086.8,0,DA15/0960,2 lot subdivision with 2 dwellings and a secondary dwelling,2 lot subdivision with 2 dwellings and a secondary dwelling,1,2016-05-02T12:20:38,2016,CASUARINA,Approved,Council,TRUE,,LCA-4,682869,682869,1086.8,1086.8
Roads,2017,2017-02-08T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,7441.35,7441.35,0,DA15/0960,2 lot subdivision with 2 dwellings and a secondary dwelling,2 lot subdivision with 2 dwellings and a secondary dwelling,1,2016-05-02T12:20:38,2016,CASUARINA,Approved,Council,TRUE,,Sector7_4,682869,682869,7441.35,7441.35
Roads,2017,2017-02-08T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,460.8,460.8,0,DA15/0960,2 lot subdivision with 2 dwellings and a secondary dwelling,2 lot subdivision with 2 dwellings and a secondary dwelling,1,2016-05-02T12:20:38,2016,CASUARINA,Approved,Council,TRUE,,Shirewid22,682869,682869,460.8,460.8
Roads,2021,2021-04-01T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 06,8112.57,8112.57,0,DA15/0882,two lot subdivision,two lot subdivision,1,2016-04-08T15:31:32,2016,CHINDERAH,Approved,Council,TRUE,,Sector6_4,680278,680278,8112.57,8112.57
Roads,2021,2021-04-01T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,516.88,516.88,0,DA15/0882,two lot subdivision,two lot subdivision,1,2016-04-08T15:31:32,2016,CHINDERAH,Approved,Council,TRUE,,Shirewid22,680278,680278,516.88,516.88
Roads,2020,2020-05-07T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution LCA3,3719.4,619.9,3099.5,DA16/0031,recreation facility including gym and outdoor swimming pool and signage,recreation facility including gym and outdoor swimming pool ,3,2016-08-08T12:43:02,2016,POTTSVILLE,Approved,Council,TRUE,,LCA-3,688528,688528,3719.4,3719.4
Roads,2020,2020-05-07T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 08 Pottsville,70035,11672.5,58362.5,DA16/0031,recreation facility including gym and outdoor swimming pool and signage,recreation facility including gym and outdoor swimming pool ,3,2016-08-08T12:43:02,2016,POTTSVILLE,Approved,Council,TRUE,,Sector8_4,688528,688528,70035,70035
Roads,2020,2020-05-13T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution LCA3,8350.4,1391.8,5566.8,DA15/1069,child care centre,child care centre,1,2016-08-08T08:56:14,2016,POTTSVILLE,Approved,Council,TRUE,,LCA-3,686711,686711,8350.4,8350.4
Roads,2020,2020-05-13T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 08 Pottsville,158196.8,26366.1,105464.6,DA15/1069,child care centre,child care centre,1,2016-08-08T08:56:14,2016,POTTSVILLE,Approved,Council,TRUE,,Sector8_4,686711,686711,158196.8,158196.8
Roads,2022,2022-06-29T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,89676.5,8161.2,81523.65,DA17/0836,staged development: two lot subdivision (stage 1) and 12 lot community title subdivision (stage 2) and associated civil works,staged development: two lot subdivision (stage 1) and 12 lot,13,2019-02-13T12:58:50,2019,BOGANGAR,Approved,Council,TRUE,,Sector7_4,761736,761736,89676.5,89676.5
Roads,2022,2022-06-29T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,5612.42,516.88,5102.2,DA17/0836,staged development: two lot subdivision (stage 1) and 12 lot community title subdivision (stage 2) and associated civil works,staged development: two lot subdivision (stage 1) and 12 lot,13,2019-02-13T12:58:50,2019,BOGANGAR,Approved,Council,TRUE,,Shirewid22,761736,761736,5612.42,5612.42
Roads,2021,2021-09-01T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 02,2088,2088,0,DA20/0343,conversion of an existing two storey dwelling house to a dual occupancy (attached),conversion of an existing two storey dwelling house to a dua,1,2021-06-29T15:05:03.313,2021,BANORA POINT,Approved,Council,TRUE,,Sector2_4,854826,854826,2088,2088
Roads,2021,2021-09-01T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,402,402,0,DA20/0343,conversion of an existing two storey dwelling house to a dual occupancy (attached),conversion of an existing two storey dwelling house to a dua,1,2021-06-29T15:05:03.313,2021,BANORA POINT,Approved,Council,TRUE,,Shirewid22,854826,854826,402,402
Roads,2016,2016-07-26T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution LCA3,94,94,0,DA16/0369,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-07-19T09:23:37,2016,POTTSVILLE,Approved,Council,TRUE,,LCA-3,702831,702831,94,94
Roads,2016,2016-07-26T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 08 Pottsville,1773,1773,0,DA16/0369,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-07-19T09:23:37,2016,POTTSVILLE,Approved,Council,TRUE,,Sector8_4,702831,702831,1773,1773
Roads,2016,2016-07-26T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,485,485,0,DA16/0369,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-07-19T09:23:37,2016,POTTSVILLE,Approved,Council,TRUE,,Shirewid22,702831,702831,485,485
Roads,2016,2016-09-05T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution LCA3,94,94,0,DA16/0372,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-09-02T10:06:31,2016,POTTSVILLE,Approved,Council,TRUE,,LCA-3,702932,702932,94,94
Roads,2016,2016-09-05T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 08 Pottsville,1773,1773,0,DA16/0372,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-09-02T10:06:31,2016,POTTSVILLE,Approved,Council,TRUE,,Sector8_4,702932,702932,1773,1773
Roads,2016,2016-09-05T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,364,364,0,DA16/0372,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-09-02T10:06:31,2016,POTTSVILLE,Approved,Council,TRUE,,Shirewid22,702932,702932,364,364
Roads,2016,2016-08-15T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution LCA3,94,94,0,DA16/0375,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-08-11T13:51:09,2016,POTTSVILLE,Approved,Council,TRUE,,LCA-3,703062,703062,94,94
Roads,2016,2016-08-15T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 08 Pottsville,1773,1773,0,DA16/0375,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-08-11T13:51:09,2016,POTTSVILLE,Approved,Council,TRUE,,Sector8_4,703062,703062,1773,1773
Roads,2016,2016-08-15T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,485,485,0,DA16/0375,dual occupancy (detached) and strata subdivision,dual occupancy (detached) and strata subdivision,2,2016-08-11T13:51:09,2016,POTTSVILLE,Approved,Council,TRUE,,Shirewid22,703062,703062,485,485
Roads,2016,2016-08-31T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution LCA3,94,94,0,DA16/0379,dual occupancy (detached) and retaining walls,dual occupancy (detached) and retaining walls,2,2016-08-29T14:20:55,2016,POTTSVILLE,Approved,Council,TRUE,,LCA-3,703290,703290,94,94
Roads,2016,2016-08-31T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 08 Pottsville,1773,1773,0,DA16/0379,dual occupancy (detached) and retaining walls,dual occupancy (detached) and retaining walls,2,2016-08-29T14:20:55,2016,POTTSVILLE,Approved,Council,TRUE,,Sector8_4,703290,703290,1773,1773
Roads,2016,2016-08-31T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,364,364,0,DA16/0379,dual occupancy (detached) and retaining walls,dual occupancy (detached) and retaining walls,2,2016-08-29T14:20:55,2016,POTTSVILLE,Approved,Council,TRUE,,Shirewid22,703290,703290,364,364
Roads,2017,2017-03-27T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 01,45851,27510.6,0,DA16/0751,"first use as beauty salon/cosmetic procedures (Lot 6) and Café (Lot 10), two building identification signs and four business identification signs",first use as beauty salon/cosmetic procedures (Lot 6) and Ca,6,2017-01-27T09:24:28,2017,TWEED HEADS,Approved,Council,TRUE,,Sector1_4,719591,719591,45851,45851
Roads,2017,2017-09-14T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 01,2649,1589.4,0,DA17/0215,change of use for tenancy 7 to business premises (beauty salon and hairdresser) including use of mezzanine and construction of associated signage,change of use for tenancy 7 to business premises (beauty sal,2,2017-08-10T13:20:11,2017,TWEED HEADS,Approved,Council,TRUE,,Sector1_4,738258,738258,2649,2649
Roads,2020,2020-05-12T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 01,493857,119576.4,401628,DA18/0884,"staged proposal consisting of warehouse or distribution centre, light industry, industrial retail outlet and ancillary office premises and electricity generating works (solar energy system); and additional works (NRPP)",staged proposal consisting of warehouse or distribution cent,1,2019-03-01T10:37:08,2019,TWEED HEADS WEST,Approved,Council,TRUE,,Sector1_4,794460,794460,493857,493857
Roads,2022,2022-09-15T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 01,19364,19364,0,DA19/0634,five lot community title subdivision,five lot community title subdivision,1,2021-10-06T08:30:47.403,2021,TWEED HEADS WEST,Approved,Council,TRUE,,Sector1_4,829702,829702,19364,19364
Roads,2018,2018-05-24T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,65726.87,65726.87,0,DA17/0451,"staged light industrial development (Stage 1 - 1 unit, Stage 2 – 1 unit and Stage 3 – 1 unit) and removal of existing buildings","staged light industrial development (Stage 1 - 1 unit, Stage",1,2017-11-09T09:03:37,2017,SOUTH MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,747657,747657,65726.87,65726.87
Roads,2017,2017-08-16T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,1840,1840,0,DA17/0325,detached dual occupancy,detached dual occupancy,2,2017-08-02T11:26:40,2017,MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,743126,743126,1840,1840
Roads,2017,2017-08-16T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,368,368,0,DA17/0325,detached dual occupancy,detached dual occupancy,2,2017-08-02T11:26:40,2017,MURWILLUMBAH,Approved,Council,TRUE,,Shirewid22,743126,743126,368,368
Roads,2018,2018-07-27T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,8965.57,8965.57,0,DA17/0546,2 lot subdivision,2 lot subdivision,2,2017-12-22T10:12:31,2017,MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,751529,751529,8965.57,8965.57
Roads,2018,2018-07-27T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,480.2,480.2,0,DA17/0546,2 lot subdivision,2 lot subdivision,2,2017-12-22T10:12:31,2017,MURWILLUMBAH,Approved,Council,TRUE,,Shirewid22,751529,751529,480.2,480.2
Roads,2019,2019-02-05T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,9198,9198,0,DA18/0085,two lot subdivision,two lot subdivision,2,2018-05-21T11:37:14,2018,MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,768311,768311,9198,9198
Roads,2019,2019-02-05T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,490,490,0,DA18/0085,two lot subdivision,two lot subdivision,2,2018-05-21T11:37:14,2018,MURWILLUMBAH,Approved,Council,TRUE,,Shirewid22,768311,768311,490,490
Roads,2020,2020-07-22T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 07 Duranbah/Caba,1775,1775,0,DA19/0088,"dual occupancy (attached), swimming pool and 2 lot strata subdivision","dual occupancy (attached), swimming pool and 2 lot strata su",2,2019-08-06T11:07:20,2019,CABARITA BEACH,Approved,Council,TRUE,,Sector7_4,804667,804667,1775,1775
Roads,2020,2020-07-22T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,416,416,0,DA19/0088,"dual occupancy (attached), swimming pool and 2 lot strata subdivision","dual occupancy (attached), swimming pool and 2 lot strata su",2,2019-08-06T11:07:20,2019,CABARITA BEACH,Approved,Council,TRUE,,Shirewid22,804667,804667,416,416
Roads,2023,2023-02-13T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,323408,20865,302543,DA19/0875,"32 lot subdivision (30 industrial lots, 1 drainage reserve lot and 1 residual lot), subdivision works involving the construction and opening of new roads and provision of underground drainage, water supply, sewerage, power and communication services","32 lot subdivision (30 industrial lots, 1 drainage reserve l",33,2021-04-19T08:36:28,2021,SOUTH MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,839436,839436,323408,323408
Roads,2023,2023-02-13T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,15336,568,14768,DA19/0875,"32 lot subdivision (30 industrial lots, 1 drainage reserve lot and 1 residual lot), subdivision works involving the construction and opening of new roads and provision of underground drainage, water supply, sewerage, power and communication services","32 lot subdivision (30 industrial lots, 1 drainage reserve l",33,2021-04-19T08:36:28,2021,SOUTH MURWILLUMBAH,Approved,Council,TRUE,,Shirewid22,839436,839436,15336,15336
Roads,2018,2018-07-24T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 12a,12783,12783,0,DA17/0255,use of previously converted farm shed as farm stay accommodation,use of previously converted farm shed as farm stay accommoda,1,2018-05-24T10:49:57,2018,CAROOL,Approved,Council,TRUE,,Sector12a4,740410,740410,12783,12783
Roads,2020,2020-03-12T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 05,3081,3081,0,DA19/0297,attached dual occupancy with in-ground pool,attached dual occupancy with in-ground pool,1,2019-09-13T15:20:18,2019,TERRANORA,Approved,Council,TRUE,,Sector5_4,814982,814982,3081,3081
Roads,2020,2020-03-12T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,393,393,0,DA19/0297,attached dual occupancy with in-ground pool,attached dual occupancy with in-ground pool,1,2019-09-13T15:20:18,2019,TERRANORA,Approved,Council,TRUE,,Shirewid22,814982,814982,393,393
Roads,2020,2020-08-04T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 05,3150,3150,0,DA18/0557,attached dual occupancy,attached dual occupancy,1,2019-02-15T12:26:11,2019,TERRANORA,Approved,Council,TRUE,,Sector5_4,784934,784934,3150,3150
Roads,2020,2020-08-04T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,426,426,0,DA18/0557,attached dual occupancy,attached dual occupancy,1,2019-02-15T12:26:11,2019,TERRANORA,Approved,Council,TRUE,,Shirewid22,784934,784934,426,426
Roads,2021,2021-03-17T00:00:00,Payment,Receipt,S94-22,S94-22 - Cycleways,95,95,0,DA20/0332,alterations and additions to an existing dual occupancy and demolition works,alterations and additions to an existing dual occupancy and ,1,2020-11-02T09:04:11,2020,KINGSCLIFF,Approved,Council,TRUE,,Shirewid22,854489,854489,95,95
Roads,2019,2019-09-30T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,167221.6,41604.4,0,DA18/0803,four industrial buildings in three stages,four industrial buildings in three stages,1,2019-01-17T09:13:54,2019,SOUTH MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,792513,792513,167221.6,167221.6
Roads,2021,2021-01-04T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,167221.6,135494.4,0,DA18/0803,four industrial buildings in three stages,four industrial buildings in three stages,1,2019-01-17T09:13:54,2019,SOUTH MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,792513,792513,167221.6,167221.6
Roads,2019,2019-02-01T00:00:00,Payment,Receipt,S94-04,S94-04 - Road Contribution Sector 09,1934,1934,0,DA18/0872,detached dual occupancy,detached dual occupancy,1,2019-01-29T08:50:06,2019,MURWILLUMBAH,Approved,Council,TRUE,,Sector9_4,794214,794214,1934,1934
